Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
19,19Aw09,9,1,Aw09,Middle1,Middle1,rapidly,rapidly,rapidly,9,7,Content,0.15865438995070308,ADV
19,19Aw10,10,1,Aw10,Middle1,Middle1,and,and,and,10,3,Function,null,CCONJ
19,19Aw11,11,1,Aw11,Middle1,Middle1,mainly,mainly,mainly,11,6,Content,0.12707532069136152,ADV
19,19Aw12,12,1,Aw12,AEN-2,AEN-2,affects,affects,affects,12,7,Content,0.2999250177029563,NOUN
19,19Aw13,13,1,Aw13,AEN-1,AEN-1,young,young,young,13,5,Content,0.24004615899796453,ADJ
19,19Aw14,14,1,Aw14,AEN,AEN,children.,children.,children,14,8,Content,0.2918055778249723,NOUN
19,19Bw01,15,2,Bw01,Bw01,Bw01,It,It,It,1,2,Function,null,PRON
19,19Bw02,16,2,Bw02,Bw02,Bw02,can,can,can,2,3,Function,null,AUX
19,19Bw03,17,2,Bw03,Bw03,Bw03,cause,cause,cause,3,5,Content,null,NOUN
19,19Bw04,18,2,Bw04,Middle2,Middle2,muscle,muscle,muscle,4,6,Content,0.16613970973635198,NOUN
19,19Bw05,19,2,Bw05,Middle2,Middle2,"weakness,","weakness,",weakness,5,8,Content,0.2611252755491384,NOUN
19,19Bw06,20,2,Bw06,Middle2,Middle2,paralysis,paralysis,paralysis,6,9,Content,0.4063223799147547,NOUN
19,19Bw07,21,2,Bw07,Middle2,Middle2,"and,","and,",and,7,3,Function,null,CCONJ
19,19Bw08,22,2,Bw08,Middle2,Middle2,on,on,on,8,2,Function,0.08319067012327319,ADP
19,19Bw09,23,2,Bw09,Middle2,Middle2,rare,rare,rare,9,4,Content,0.20059612689434844,ADJ
19,19Bw10,24,2,Bw10,Middle2,Middle2,"occasions,","occasions,",occasions,10,9,Content,0.09044021032945732,NOUN
19,19Bw11,25,2,Bw11,Middle2,Middle2,it,it,it,11,2,Function,0.23121514592385578,PRON
19,19Bw12,26,2,Bw12,BEN-2,BEN-2,can,can,can,12,3,Function,0.226114892822861,AUX
19,19Bw13,27,2,Bw13,BEN-1,BEN-1,be,be,be,13,2,Content,0.15019510604709868,AUX
19,19Bw14,28,2,Bw14,BEN,BEN,fatal.,fatal.,fatal,14,5,Content,0.35709478633695896,ADJ
20,20Aw01,1,1,Aw01,Aw01,Aw01,In,In,In,1,2,Function,null,ADP
20,20Aw02,2,1,Aw02,Aw02,Aw02,"general,","general,",general,2,7,Content,null,ADJ
20,20Aw03,3,1,Aw03,Aw03,Aw03,mammalian,mammalian,mammalian,3,9,Content,0.0017521816644550214,PROPN
20,20Aw04,4,1,Aw04,Middle1,Middle1,hearts,hearts,hearts,4,6,Content,0.05306433681974473,NOUN
20,20Aw05,5,1,Aw05,AEN-2,AEN-2,are,are,are,5,3,Content,0.1784231998481335,AUX
20,20Aw06,6,1,Aw06,AEN-1,AEN-1,quite,quite,quite,6,5,Content,0.19958714301907113,ADV
20,20Aw07,7,1,Aw07,AEN,AEN,malleable.,malleable.,malleable,7,9,Content,0.32508195474804413,ADJ
20,20Bw01,8,2,Bw01,Bw01,Bw01,They,They,They,1,4,Function,null,PRON
20,20Bw02,9,2,Bw02,Bw02,Bw02,change,change,change,2,6,Content,null,NOUN
20,20Bw03,10,2,Bw03,Bw03,Bw03,in,in,in,3,2,Function,0.16712833355704185,ADP
20,20Bw04,11,2,Bw04,Middle2,Middle2,response,response,response,4,8,Content,0.14258190306284796,NOUN
20,20Bw05,12,2,Bw05,Middle2,Middle2,to,to,to,5,2,Function,null,ADP
20,20Bw06,13,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.22798886175198638,PRON
20,20Bw07,14,2,Bw07,Middle2,Middle2,demands,demands,demands,7,7,Content,0.2358188276096071,NOUN
20,20Bw08,15,2,Bw08,BEN-2,BEN-2,placed,placed,placed,8,6,Content,0.004824651367815513,VERB
20,20Bw09,16,2,Bw09,BEN-1,BEN-1,on,on,on,9,2,Function,0.21282551357460347,ADP
20,20Bw10,17,2,Bw10,BEN,BEN,them.,them.,them,10,4,Function,0.16894157925189818,PRON
21,21Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,null,NOUN
21,21Aw02,2,1,Aw02,Aw02,Aw02,number,number,number,2,6,Content,null,NOUN
21,21Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,null,ADP
21,21Aw04,4,1,Aw04,Middle1,Middle1,"countries,","countries,",countries,4,9,Content,0.11219696424972286,NOUN
21,21Aw05,5,1,Aw05,Middle1,Middle1,including,including,including,5,9,Content,0.2822795212959681,VERB
21,21Aw06,6,1,Aw06,Middle1,Middle1,Australia,Australia,Australia,6,9,Content,0.10071912265988069,PROPN
21,21Aw07,7,1,Aw07,Middle1,Middle1,and,and,and,7,3,Function,null,CCONJ
21,21Aw08,8,1,Aw08,Middle1,Middle1,"Germany,","Germany,",Germany,8,7,Content,0.46267149642138927,PROPN
21,21Aw09,9,1,Aw09,Middle1,Middle1,have,have,have,9,4,Content,0.24305815708871922,VERB
21,21Aw10,10,1,Aw10,Middle1,Middle1,started,started,started,10,7,Content,0.043999459678990646,VERB
21,21Aw11,11,1,Aw11,Middle1,Middle1,requiring,requiring,requiring,11,9,Content,0.2434020193280125,VERB
21,21Aw12,12,1,Aw12,Middle1,Middle1,companies,companies,companies,12,9,Content,0.24810791185631043,NOUN
21,21Aw13,13,1,Aw13,Middle1,Middle1,to,to,to,13,2,Function,null,ADP
21,21Aw14,14,1,Aw14,Middle1,Middle1,report,report,report,14,6,Content,0.06338397616190197,NOUN
21,21Aw15,15,1,Aw15,Middle1,Middle1,their,their,their,15,5,Function,0.3346338694974829,PRON
21,21Aw16,16,1,Aw16,Middle1,Middle1,gender,gender,gender,16,6,Content,0.15116816790891852,NOUN
21,21Aw17,17,1,Aw17,Middle1,Middle1,pay,pay,pay,17,3,Content,0.22752025369790377,VERB
21,21Aw18,18,1,Aw18,Middle1,Middle1,gaps,gaps,gaps,18,4,Content,0.18500134629273965,NOUN
21,21Aw19,19,1,Aw19,AEN-2,AEN-2,in,in,in,19,2,Function,0.3109145496958654,ADP
21,21Aw20,20,1,Aw20,AEN-1,AEN-1,recent,recent,recent,20,6,Content,0.22333725406654262,ADJ
21,21Aw21,21,1,Aw21,AEN,AEN,years.,years.,years,21,5,Content,0.2659358893791876,NOUN
21,21Bw01,22,2,Bw01,Bw01,Bw01,Proponents,Proponents,Proponents,1,10,Content,null,NOUN
21,21Bw02,23,2,Bw02,Bw02,Bw02,argue,argue,argue,2,5,Content,0.29553509585858634,NOUN
21,21Bw03,24,2,Bw03,Bw03,Bw03,that,that,that,3,4,Function,0.22902190830632838,SCONJ
21,21Bw04,25,2,Bw04,Middle2,Middle2,transparency,transparency,transparency,4,12,Content,0.16106277292341792,NOUN
21,21Bw05,26,2,Bw05,Middle2,Middle2,can,can,can,5,3,Function,0.1614003283896959,AUX
21,21Bw06,27,2,Bw06,BEN-2,BEN-2,lead,lead,lead,6,4,Content,0.06307328654429425,NOUN
21,21Bw07,28,2,Bw07,BEN-1,BEN-1,to,to,to,7,2,Function,null,ADP
21,21Bw08,29,2,Bw08,BEN,BEN,improvement.,improvement.,improvement,8,11,Content,0.15184447954682662,NOUN
22,22Aw01,1,1,Aw01,Aw01,Aw01,An,An,An,1,2,Function,null,PRON
22,22Aw02,2,1,Aw02,Aw02,Aw02,extensive,extensive,extensive,2,9,Content,null,ADJ
22,22Aw03,3,1,Aw03,Aw03,Aw03,study,study,study,3,5,Content,0.12788593333126,NOUN
22,22Aw04,4,1,Aw04,Middle1,Middle1,confirms,confirms,confirms,4,8,Content,0.21929728620605826,VERB
22,22Aw05,5,1,Aw05,Middle1,Middle1,that,that,that,5,4,Function,0.2487952793536338,SCONJ
22,22Aw06,6,1,Aw06,Middle1,Middle1,red,red,red,6,3,Content,0.026138078806730483,PROPN
22,22Aw07,7,1,Aw07,Middle1,Middle1,meat,meat,meat,7,4,Content,0.12872913054213578,NOUN
22,22Aw08,8,1,Aw08,Middle1,Middle1,might,might,might,8,5,Function,0.16202855079260323,ADV
22,22Aw09,9,1,Aw09,Middle1,Middle1,not,not,not,9,3,Content,0.20038958729601022,PART
22,22Aw10,10,1,Aw10,Middle1,Middle1,be,be,be,10,2,Content,0.1892316920888886,AUX
22,22Aw11,11,1,Aw11,Middle1,Middle1,that,that,that,11,4,Function,0.475379704261574,SCONJ
22,22Aw12,12,1,Aw12,AEN-2,AEN-2,bad,bad,bad,12,3,Content,0.23017224239738482,ADJ
22,22Aw13,13,1,Aw13,AEN-1,AEN-1,for,for,for,13,3,Function,0.29256197680084495,ADP
22,22Aw14,14,1,Aw14,AEN,AEN,you.,you.,you,14,3,Function,0.2736081382585014,PRON
22,22Bw01,15,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,null,CCONJ
22,22Bw02,16,2,Bw02,Bw02,Bw02,it,it,it,2,2,Function,null,PRON
22,22Bw03,17,2,Bw03,Bw03,Bw03,is,is,is,3,2,Content,null,AUX
22,22Bw04,18,2,Bw04,Middle2,Middle2,bad,bad,bad,4,3,Content,0.11911312921235734,ADJ
22,22Bw05,19,2,Bw05,Middle2,Middle2,for,for,for,5,3,Function,0.3570619758338772,ADP
22,22Bw06,20,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.3438952760336616,PRON
22,22Bw07,21,2,Bw07,Middle2,Middle2,"planet,","planet,",planet,7,6,Content,0.1571505565982553,NOUN
22,22Bw08,22,2,Bw08,Middle2,Middle2,with,with,with,8,4,Function,0.17492465040205188,ADP
22,22Bw09,23,2,Bw09,Middle2,Middle2,chicken,chicken,chicken,9,7,Content,0.09564969019666897,PROPN
22,22Bw10,24,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,null,CCONJ
22,22Bw11,25,2,Bw11,Middle2,Middle2,pork,pork,pork,11,4,Content,0.3764441882175101,PROPN
22,22Bw12,26,2,Bw12,Middle2,Middle2,less,less,less,12,4,Content,0.17132613166596158,ADJ
22,22Bw13,27,2,Bw13,BEN-2,BEN-2,harmful,harmful,harmful,13,7,Content,0.3205921329164202,ADJ
22,22Bw14,28,2,Bw14,BEN-1,BEN-1,than,than,than,14,4,Function,0.3328525007697919,ADP
22,22Bw15,29,2,Bw15,BEN,BEN,beef.,beef.,beef,15,4,Content,0.4517362961690107,NOUN
23,23Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,null,PRON
23,23Aw02,2,1,Aw02,Aw02,Aw02,caterpillar,caterpillar,caterpillar,2,11,Content,null,NOUN
23,23Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,null,ADP
23,23Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.07149162164043468,PRON
23,23Aw05,5,1,Aw05,Middle1,Middle1,monarch,monarch,monarch,5,7,Content,0.18348272397650392,NOUN
23,23Aw06,6,1,Aw06,Middle1,Middle1,butterfly,butterfly,butterfly,6,9,Content,0.38350500590160536,PROPN
23,23Aw07,7,1,Aw07,Middle1,Middle1,eats,eats,eats,7,4,Content,0.195307273281068,NOUN
23,23Aw08,8,1,Aw08,Middle1,Middle1,only,only,only,8,4,Content,0.1688447006657716,ADV
23,23Aw09,9,1,Aw09,Middle1,Middle1,"milkweed,","milkweed,",milkweed,9,8,Content,0.5402254750518202,NOUN
23,23Aw10,10,1,Aw10,Middle1,Middle1,a,a,a,10,1,Function,null,INTJ
23,23Aw11,11,1,Aw11,Middle1,Middle1,poisonous,poisonous,poisonous,11,9,Content,0.3102677968844533,ADJ
23,23Aw12,12,1,Aw12,Middle1,Middle1,plant,plant,plant,12,5,Content,0.2824161414458574,NOUN
23,23Aw13,13,1,Aw13,Middle1,Middle1,that,that,that,13,4,Function,0.16508231160005823,SCONJ
23,23Aw14,14,1,Aw14,AEN-2,AEN-2,should,should,should,14,6,Function,0.11286965932288966,AUX
23,23Aw15,15,1,Aw15,AEN-1,AEN-1,kill,kill,kill,15,4,Content,0.245155298557827,VERB
23,23Aw16,16,1,Aw16,AEN,AEN,it.,it.,it,16,2,Function,0.24300142059834828,PRON
23,23Bw01,17,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,null,PRON
23,23Bw02,18,2,Bw02,Bw02,Bw02,caterpillars,caterpillars,caterpillars,2,12,Content,null,NOUN
23,23Bw03,19,2,Bw03,Bw03,Bw03,thrive,thrive,thrive,3,6,Content,0.17819030221593557,VERB
23,23Bw04,20,2,Bw04,Middle2,Middle2,on,on,on,4,2,Function,-0.024196581053419167,ADP
23,23Bw05,21,2,Bw05,Middle2,Middle2,the,the,the,5,3,Function,0.06436689194619956,PRON
23,23Bw06,22,2,Bw06,Middle2,Middle2,"plant,","plant,",plant,6,5,Content,0.2520640220506364,NOUN
23,23Bw07,23,2,Bw07,Middle2,Middle2,even,even,even,7,4,Content,0.11632749051246769,ADV
23,23Bw08,24,2,Bw08,Middle2,Middle2,storing,storing,storing,8,7,Content,0.18352422798314583,NOUN
23,23Bw09,25,2,Bw09,Middle2,Middle2,its,its,its,9,3,Function,0.18328314460570866,PRON
23,23Bw10,26,2,Bw10,Middle2,Middle2,toxins,toxins,toxins,10,6,Content,0.3561269890992201,NOUN
23,23Bw11,27,2,Bw11,Middle2,Middle2,in,in,in,11,2,Function,0.1445767994183527,ADP
23,23Bw12,28,2,Bw12,Middle2,Middle2,their,their,their,12,5,Function,0.19000069409853396,PRON
23,23Bw13,29,2,Bw13,Middle2,Middle2,bodies,bodies,bodies,13,6,Content,0.22435011597422402,NOUN
23,23Bw14,30,2,Bw14,Middle2,Middle2,as,as,as,14,2,Function,0.11149139035797732,ADP
23,23Bw15,31,2,Bw15,Middle2,Middle2,a,a,a,15,1,Function,null,INTJ
23,23Bw16,32,2,Bw16,Middle2,Middle2,defense,defense,defense,16,7,Content,0.06362737581010589,NOUN
23,23Bw17,33,2,Bw17,BEN-2,BEN-2,against,against,against,17,7,Function,0.1732798055693374,ADP
23,23Bw18,34,2,Bw18,BEN-1,BEN-1,hungry,hungry,hungry,18,6,Content,0.2234807689549289,ADJ
23,23Bw19,35,2,Bw19,BEN,BEN,birds.,birds.,birds,19,5,Content,0.4300636288956152,NOUN
24,24Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,null,NOUN
24,24Aw02,2,1,Aw02,Aw02,Aw02,decline,decline,decline,2,7,Content,null,NOUN
24,24Aw03,3,1,Aw03,Aw03,Aw03,in,in,in,3,2,Function,0.165717578880749,ADP
24,24Aw04,4,1,Aw04,Middle1,Middle1,income,income,income,4,6,Content,0.22446297347966124,NOUN
24,24Aw05,5,1,Aw05,Middle1,Middle1,in,in,in,5,2,Function,0.15339136952214516,ADP
24,24Aw06,6,1,Aw06,Middle1,Middle1,young,young,young,6,5,Content,0.06465752332618363,ADJ
24,24Aw07,7,1,Aw07,Middle1,Middle1,adulthood,adulthood,adulthood,7,9,Content,0.31195433567388864,NOUN
24,24Aw08,8,1,Aw08,Middle1,Middle1,may,may,may,8,3,Function,0.19685084166618042,AUX
24,24Aw09,9,1,Aw09,Middle1,Middle1,lead,lead,lead,9,4,Content,0.10878984127194533,NOUN
24,24Aw10,10,1,Aw10,Middle1,Middle1,to,to,to,10,2,Function,null,ADP
24,24Aw11,11,1,Aw11,Middle1,Middle1,poorer,poorer,poorer,11,6,Content,0.3620187719365712,NOUN
24,24Aw12,12,1,Aw12,Middle1,Middle1,cognitive,cognitive,cognitive,12,9,Content,0.3377083371056146,ADJ
24,24Aw13,13,1,Aw13,Middle1,Middle1,ability,ability,ability,13,7,Content,0.19656742515807513,NOUN
24,24Aw14,14,1,Aw14,AEN-2,AEN-2,in,in,in,14,2,Function,0.16224261139992974,ADP
24,24Aw15,15,1,Aw15,AEN-1,AEN-1,middle,middle,middle,15,6,Content,0.2594991199188011,ADJ
24,24Aw16,16,1,Aw16,AEN,AEN,age.,age.,age,16,3,Content,0.47578328237420775,NOUN
24,24Bw01,17,2,Bw01,Bw01,Bw01,Income,Income,Income,1,6,Content,null,NOUN
24,24Bw02,18,2,Bw02,Bw02,Bw02,reductions,reductions,reductions,2,10,Content,0.2064219213934768,NOUN
24,24Bw03,19,2,Bw03,Bw03,Bw03,are,are,are,3,3,Content,0.14581445600974566,AUX
24,24Bw04,20,2,Bw04,Middle2,Middle2,also,also,also,4,4,Content,0.16233164948132425,ADV
24,24Bw05,21,2,Bw05,Middle2,Middle2,linked,linked,linked,5,6,Content,0.14470954252699308,VERB
24,24Bw06,22,2,Bw06,Middle2,Middle2,to,to,to,6,2,Function,null,ADP
24,24Bw07,23,2,Bw07,Middle2,Middle2,changes,changes,changes,7,7,Content,0.386086748829336,NOUN
24,24Bw08,24,2,Bw08,Middle2,Middle2,in,in,in,8,2,Function,0.2691755182567974,ADP
24,24Bw09,25,2,Bw09,Middle2,Middle2,brain,brain,brain,9,5,Content,0.11760931821894059,NOUN
24,24Bw10,26,2,Bw10,Middle2,Middle2,structure,structure,structure,10,9,Content,0.28680255212378253,NOUN
24,24Bw11,27,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.39643884830396203,SCONJ
24,24Bw12,28,2,Bw12,Middle2,Middle2,suggest,suggest,suggest,12,7,Content,0.2567273576191661,VERB
24,24Bw13,29,2,Bw13,Middle2,Middle2,premature,premature,premature,13,9,Content,0.23533902911227658,ADJ
24,24Bw14,30,2,Bw14,BEN-2,BEN-2,"aging,","aging,",aging,14,5,Content,0.2713518927591449,NOUN
24,24Bw15,31,2,Bw15,BEN-1,BEN-1,researchers,researchers,researchers,15,11,Content,0.29017428639019605,NOUN
24,24Bw16,32,2,Bw16,BEN,BEN,report.,report.,report,16,6,Content,0.24037806189810262,NOUN
25,25Aw01,1,1,Aw01,Aw01,Aw01,Many,Many,Many,1,4,Content,null,ADJ
25,25Aw02,2,1,Aw02,Aw02,Aw02,patients,patients,patients,2,8,Content,0.12208822935580298,NOUN
25,25Aw03,3,1,Aw03,Aw03,Aw03,with,with,with,3,4,Function,0.1482896576435141,ADP
25,25Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.13613340669411306,PRON
25,25Aw05,5,1,Aw05,Middle1,Middle1,mysterious,mysterious,mysterious,5,10,Content,0.05048936190857091,ADJ
25,25Aw06,6,1,Aw06,Middle1,Middle1,illness,illness,illness,6,7,Content,0.3045921816885205,NOUN
25,25Aw07,7,1,Aw07,Middle1,Middle1,have,have,have,7,4,Content,0.22343711826240947,VERB
25,25Aw08,8,1,Aw08,Middle1,Middle1,wound,wound,wound,8,5,Content,0.19830840178840772,NOUN
25,25Aw09,9,1,Aw09,Middle1,Middle1,up,up,up,9,2,Function,0.08525435810523632,NOUN
25,25Aw10,10,1,Aw10,Middle1,Middle1,hospitalized,hospitalized,hospitalized,10,12,Content,0.3923621144022114,VERB
25,25Aw11,11,1,Aw11,Middle1,Middle1,in,in,in,11,2,Function,0.2194166396008626,ADP
25,25Aw12,12,1,Aw12,Middle1,Middle1,intensive,intensive,intensive,12,9,Content,0.15761976395579755,ADJ
25,25Aw13,13,1,Aw13,Middle1,Middle1,care,care,care,13,4,Content,0.37055820946995816,NOUN
25,25Aw14,14,1,Aw14,Middle1,Middle1,"units,","units,",units,14,5,Content,0.13382293565388914,NOUN
25,25Aw15,15,1,Aw15,Middle1,Middle1,needing,needing,needing,15,7,Content,0.33096287676813524,ADJ
25,25Aw16,16,1,Aw16,Middle1,Middle1,ventilators,ventilators,ventilators,16,11,Content,0.41124354626821275,NOUN
25,25Aw17,17,1,Aw17,Middle1,Middle1,or,or,or,17,2,Function,0.2393974061016083,CCONJ
25,25Aw18,18,1,Aw18,Middle1,Middle1,even,even,even,18,4,Content,0.3036852105673947,ADV
25,25Aw19,19,1,Aw19,Middle1,Middle1,more,more,more,19,4,Content,0.2563484849513997,ADJ
25,25Aw20,20,1,Aw20,Middle1,Middle1,desperate,desperate,desperate,20,9,Content,0.2615710337896164,ADJ
25,25Aw21,21,1,Aw21,Middle1,Middle1,measures,measures,measures,21,8,Content,0.20741695952386127,NOUN
25,25Aw22,22,1,Aw22,Middle1,Middle1,to,to,to,22,2,Function,null,ADP
25,25Aw23,23,1,Aw23,AEN-2,AEN-2,help,help,help,23,4,Content,0.3274574642939843,VERB
25,25Aw24,24,1,Aw24,AEN-1,AEN-1,them,them,them,24,4,Function,0.40817936271602706,PRON
25,25Aw25,25,1,Aw25,AEN,AEN,breathe.,breathe.,breathe,25,7,Content,0.31507615807209277,VERB
25,25Bw01,26,2,Bw01,Bw01,Bw01,Most,Most,Most,1,4,Content,null,ADJ
25,25Bw02,27,2,Bw02,Bw02,Bw02,are,are,are,2,3,Content,0.29358138357841507,AUX
25,25Bw03,28,2,Bw03,Bw03,Bw03,"young,","young,",young,3,5,Content,0.24692494582389382,ADJ
25,25Bw04,29,2,Bw04,Middle2,Middle2,male,male,male,4,4,Content,0.3297884378644138,ADJ
25,25Bw05,30,2,Bw05,Middle2,Middle2,adults,adults,adults,5,6,Content,0.4017054422518696,NOUN
25,25Bw06,31,2,Bw06,BEN-2,BEN-2,or,or,or,6,2,Function,0.2514319356049241,CCONJ
25,25Bw07,32,2,Bw07,BEN-1,BEN-1,even,even,even,7,4,Content,0.2752089970638856,ADV
25,25Bw08,33,2,Bw08,BEN,BEN,teenagers.,teenagers.,teenagers,8,9,Content,0.5899939112295591,NOUN
26,26Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,null,PRON
26,26Aw02,2,1,Aw02,Aw02,Aw02,ground,ground,ground,2,6,Content,null,NOUN
26,26Aw03,3,1,Aw03,Aw03,Aw03,around,around,around,3,6,Function,0.16696368400659103,ADP
26,26Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.16659762205221793,PRON
26,26Aw05,5,1,Aw05,AEN-2,AEN-2,building,building,building,5,8,Content,0.216721249160804,NOUN
26,26Aw06,6,1,Aw06,AEN-1,AEN-1,slopes,slopes,slopes,6,6,Content,0.23585008342249286,NOUN
26,26Aw07,7,1,Aw07,AEN,AEN,away.,away.,away,7,4,Content,0.167173025045993,ADV
26,26Bw01,8,2,Bw01,Bw01,Bw01,That,That,That,1,4,Function,null,PRON
26,26Bw02,9,2,Bw02,Bw02,Bw02,allows,allows,allows,2,6,Content,null,NOUN
26,26Bw03,10,2,Bw03,Bw03,Bw03,the,the,the,3,3,Function,0.11546916123262992,PRON
26,26Bw04,11,2,Bw04,Middle2,Middle2,classroom,classroom,classroom,4,9,Content,0.06648889923097914,NOUN
26,26Bw05,12,2,Bw05,Middle2,Middle2,windows,windows,windows,5,7,Content,0.19418629796139494,NOUN
26,26Bw06,13,2,Bw06,Middle2,Middle2,to,to,to,6,2,Function,null,ADP
26,26Bw07,14,2,Bw07,Middle2,Middle2,be,be,be,7,2,Content,0.038281278374305186,AUX
26,26Bw08,15,2,Bw08,Middle2,Middle2,low,low,low,8,3,Content,0.10466276599714595,ADJ
26,26Bw09,16,2,Bw09,Middle2,Middle2,enough,enough,enough,9,6,Content,0.2241600087829419,ADJ
26,26Bw10,17,2,Bw10,Middle2,Middle2,for,for,for,10,3,Function,0.3082914735244195,ADP
26,26Bw11,18,2,Bw11,Middle2,Middle2,children,children,children,11,8,Content,0.2742321172990567,NOUN
26,26Bw12,19,2,Bw12,Middle2,Middle2,to,to,to,12,2,Function,null,ADP
26,26Bw13,20,2,Bw13,Middle2,Middle2,see,see,see,13,3,Content,0.26098356593143823,VERB
26,26Bw14,21,2,Bw14,Middle2,Middle2,out,out,out,14,3,Function,0.29101932554139376,ADP
26,26Bw15,22,2,Bw15,Middle2,Middle2,while,while,while,15,5,Function,0.2104541848698002,SCONJ
26,26Bw16,23,2,Bw16,Middle2,Middle2,still,still,still,16,5,Content,0.3461575474259463,ADV
26,26Bw17,24,2,Bw17,Middle2,Middle2,being,being,being,17,5,Content,0.29023670764186565,AUX
26,26Bw18,25,2,Bw18,Middle2,Middle2,high,high,high,18,4,Content,0.3790780346256671,ADJ
26,26Bw19,26,2,Bw19,BEN-2,BEN-2,above,above,above,19,5,Function,0.3740181650108636,ADV
26,26Bw20,27,2,Bw20,BEN-1,BEN-1,the,the,the,20,3,Function,0.36561212936040394,PRON
26,26Bw21,28,2,Bw21,BEN,BEN,ground.,ground.,ground,21,6,Content,0.22069804448688968,NOUN
27,27Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,null,NOUN
27,27Aw02,2,1,Aw02,Aw02,Aw02,surge,surge,surge,2,5,Content,null,NOUN
27,27Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,null,ADP
27,27Aw04,4,1,Aw04,Middle1,Middle1,oil,oil,oil,4,3,Content,0.19440252677218398,NOUN
27,27Aw05,5,1,Aw05,Middle1,Middle1,production,production,production,5,10,Content,0.19261394816781457,NOUN
27,27Aw06,6,1,Aw06,Middle1,Middle1,is,is,is,6,2,Content,0.10760528268142355,AUX
27,27Aw07,7,1,Aw07,Middle1,Middle1,"coming,","coming,",coming,7,6,Content,0.22601542441293926,VERB
27,27Aw08,8,1,Aw08,Middle1,Middle1,whether,whether,whether,8,7,Function,0.19663824249223158,SCONJ
27,27Aw09,9,1,Aw09,Middle1,Middle1,the,the,the,9,3,Function,0.351080124253208,PRON
27,27Aw10,10,1,Aw10,Middle1,Middle1,world,world,world,10,5,Content,0.24183374941288194,NOUN
27,27Aw11,11,1,Aw11,Middle1,Middle1,needs,needs,needs,11,5,Content,0.24872889409431914,NOUN
27,27Aw12,12,1,Aw12,AEN-2,AEN-2,it,it,it,12,2,Function,0.37650188373387383,PRON
27,27Aw13,13,1,Aw13,AEN-1,AEN-1,or,or,or,13,2,Function,0.19294448773279702,CCONJ
27,27Aw14,14,1,Aw14,AEN,AEN,not.,not.,not,14,3,Content,0.31264268822334756,PART
27,27Bw01,15,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,null,PRON
27,27Bw02,16,2,Bw02,Bw02,Bw02,flood,flood,flood,2,5,Content,null,NOUN
27,27Bw03,17,2,Bw03,Bw03,Bw03,of,of,of,3,2,Function,null,ADP
27,27Bw04,18,2,Bw04,Middle2,Middle2,crude,crude,crude,4,5,Content,0.06536801975847344,ADJ
27,27Bw05,19,2,Bw05,Middle2,Middle2,will,will,will,5,4,Function,0.06147672983663117,AUX
27,27Bw06,20,2,Bw06,Middle2,Middle2,arrive,arrive,arrive,6,6,Content,0.12751929415791302,VERB
27,27Bw07,21,2,Bw07,Middle2,Middle2,even,even,even,7,4,Content,0.20152598920020898,ADV
27,27Bw08,22,2,Bw08,Middle2,Middle2,as,as,as,8,2,Function,0.21971488208558115,ADP
27,27Bw09,23,2,Bw09,Middle2,Middle2,concerns,concerns,concerns,9,8,Content,0.09873331702598924,NOUN
27,27Bw10,24,2,Bw10,Middle2,Middle2,about,about,about,10,5,Function,0.23383424117887794,ADP
27,27Bw11,25,2,Bw11,Middle2,Middle2,climate,climate,climate,11,7,Content,0.21156924847867534,NOUN
27,27Bw12,26,2,Bw12,Middle2,Middle2,change,change,change,12,6,Content,0.24756875927490526,NOUN
27,27Bw13,27,2,Bw13,Middle2,Middle2,are,are,are,13,3,Content,0.27204325527273354,AUX
27,27Bw14,28,2,Bw14,Middle2,Middle2,growing,growing,growing,14,7,Content,0.19878998832512823,VERB
27,27Bw15,29,2,Bw15,Middle2,Middle2,and,and,and,15,3,Function,null,CCONJ
27,27Bw16,30,2,Bw16,Middle2,Middle2,worldwide,worldwide,worldwide,16,9,Content,0.17674451738232905,ADV
27,27Bw17,31,2,Bw17,Middle2,Middle2,oil,oil,oil,17,3,Content,0.3707947584660737,NOUN
