Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
19,19Bw11,25,2,Bw11,Middle2,Middle2,it,it,it,11,2,Function,0.2312151,PRON
19,19Bw12,26,2,Bw12,BEN-2,BEN-2,can,can,can,12,3,Function,0.2261149,AUX
19,19Bw13,27,2,Bw13,BEN-1,BEN-1,be,be,be,13,2,Content,0.15019508,AUX
19,19Bw14,28,2,Bw14,BEN,BEN,fatal.,fatal.,fatal,14,5,Content,0.35709476,ADJ
20,20Aw01,1,1,Aw01,Aw01,Aw01,In,In,In,1,2,Function,,ADP
20,20Aw02,2,1,Aw02,Aw02,Aw02,"general,","general,",general,2,7,Content,NA,ADJ
20,20Aw03,3,1,Aw03,Aw03,Aw03,mammalian,mammalian,mammalian,3,9,Content,0.001752182,PROPN
20,20Aw04,4,1,Aw04,Middle1,Middle1,hearts,hearts,hearts,4,6,Content,0.05306434,NOUN
20,20Aw05,5,1,Aw05,AEN-2,AEN-2,are,are,are,5,3,Content,0.1784232,AUX
20,20Aw06,6,1,Aw06,AEN-1,AEN-1,quite,quite,quite,6,5,Content,0.19958714,ADV
20,20Aw07,7,1,Aw07,AEN,AEN,malleable.,malleable.,malleable,7,9,Content,0.32508197,ADJ
20,20Bw01,8,2,Bw01,Bw01,Bw01,They,They,They,1,4,Function,,PRON
20,20Bw02,9,2,Bw02,Bw02,Bw02,change,change,change,2,6,Content,NA,NOUN
20,20Bw03,10,2,Bw03,Bw03,Bw03,in,in,in,3,2,Function,0.16712834,ADP
20,20Bw04,11,2,Bw04,Middle2,Middle2,response,response,response,4,8,Content,0.1425819,NOUN
20,20Bw05,12,2,Bw05,Middle2,Middle2,to,to,to,5,2,Function,WordNotInVocabulary,ADP
20,20Bw06,13,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.22798887,PRON
20,20Bw07,14,2,Bw07,Middle2,Middle2,demands,demands,demands,7,7,Content,0.23581882,NOUN
20,20Bw08,15,2,Bw08,BEN-2,BEN-2,placed,placed,placed,8,6,Content,0.004824647,VERB
20,20Bw09,16,2,Bw09,BEN-1,BEN-1,on,on,on,9,2,Function,0.21282552,ADP
20,20Bw10,17,2,Bw10,BEN,BEN,them.,them.,them,10,4,Function,0.16894159,PRON
21,21Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,WordNotInVocabulary,NOUN
21,21Aw02,2,1,Aw02,Aw02,Aw02,number,number,number,2,6,Content,WordNotInVocabulary,NOUN
21,21Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
21,21Aw04,4,1,Aw04,Middle1,Middle1,"countries,","countries,",countries,4,9,Content,0.11219696,NOUN
21,21Aw05,5,1,Aw05,Middle1,Middle1,including,including,including,5,9,Content,0.28227955,VERB
21,21Aw06,6,1,Aw06,Middle1,Middle1,Australia,Australia,Australia,6,9,Content,0.100719124,PROPN
21,21Aw07,7,1,Aw07,Middle1,Middle1,and,and,and,7,3,Function,WordNotInVocabulary,CCONJ
21,21Aw08,8,1,Aw08,Middle1,Middle1,"Germany,","Germany,",Germany,8,7,Content,0.4626715,PROPN
21,21Aw09,9,1,Aw09,Middle1,Middle1,have,have,have,9,4,Content,0.24305816,VERB
21,21Aw10,10,1,Aw10,Middle1,Middle1,started,started,started,10,7,Content,0.043999467,VERB
21,21Aw11,11,1,Aw11,Middle1,Middle1,requiring,requiring,requiring,11,9,Content,0.243402,VERB
21,21Aw12,12,1,Aw12,Middle1,Middle1,companies,companies,companies,12,9,Content,0.24810793,NOUN
21,21Aw13,13,1,Aw13,Middle1,Middle1,to,to,to,13,2,Function,WordNotInVocabulary,ADP
21,21Aw14,14,1,Aw14,Middle1,Middle1,report,report,report,14,6,Content,0.06338398,NOUN
21,21Aw15,15,1,Aw15,Middle1,Middle1,their,their,their,15,5,Function,0.33463386,PRON
21,21Aw16,16,1,Aw16,Middle1,Middle1,gender,gender,gender,16,6,Content,0.15116818,NOUN
21,21Aw17,17,1,Aw17,Middle1,Middle1,pay,pay,pay,17,3,Content,0.22752024,VERB
21,21Aw18,18,1,Aw18,Middle1,Middle1,gaps,gaps,gaps,18,4,Content,0.18500131,NOUN
21,21Aw19,19,1,Aw19,AEN-2,AEN-2,in,in,in,19,2,Function,0.31091455,ADP
21,21Aw20,20,1,Aw20,AEN-1,AEN-1,recent,recent,recent,20,6,Content,0.22333725,ADJ
21,21Aw21,21,1,Aw21,AEN,AEN,years.,years.,years,21,5,Content,0.26593593,NOUN
21,21Bw01,22,2,Bw01,Bw01,Bw01,Proponents,Proponents,Proponents,1,10,Content,,NOUN
21,21Bw02,23,2,Bw02,Bw02,Bw02,argue,argue,argue,2,5,Content,0.29553512,NOUN
21,21Bw03,24,2,Bw03,Bw03,Bw03,that,that,that,3,4,Function,0.22902192,SCONJ
21,21Bw04,25,2,Bw04,Middle2,Middle2,transparency,transparency,transparency,4,12,Content,0.16106278,NOUN
21,21Bw05,26,2,Bw05,Middle2,Middle2,can,can,can,5,3,Function,0.16140033,AUX
21,21Bw06,27,2,Bw06,BEN-2,BEN-2,lead,lead,lead,6,4,Content,0.063073285,NOUN
21,21Bw07,28,2,Bw07,BEN-1,BEN-1,to,to,to,7,2,Function,WordNotInVocabulary,ADP
21,21Bw08,29,2,Bw08,BEN,BEN,improvement.,improvement.,improvement,8,11,Content,0.15184449,NOUN
22,22Aw01,1,1,Aw01,Aw01,Aw01,An,An,An,1,2,Function,,PRON
22,22Aw02,2,1,Aw02,Aw02,Aw02,extensive,extensive,extensive,2,9,Content,NA,ADJ
22,22Aw03,3,1,Aw03,Aw03,Aw03,study,study,study,3,5,Content,0.12788592,NOUN
22,22Aw04,4,1,Aw04,Middle1,Middle1,confirms,confirms,confirms,4,8,Content,0.21929729,VERB
22,22Aw05,5,1,Aw05,Middle1,Middle1,that,that,that,5,4,Function,0.24879527,SCONJ
22,22Aw06,6,1,Aw06,Middle1,Middle1,red,red,red,6,3,Content,0.026138077,PROPN
22,22Aw07,7,1,Aw07,Middle1,Middle1,meat,meat,meat,7,4,Content,0.12872913,NOUN
22,22Aw08,8,1,Aw08,Middle1,Middle1,might,might,might,8,5,Function,0.16202855,ADV
22,22Aw09,9,1,Aw09,Middle1,Middle1,not,not,not,9,3,Content,0.20038958,PART
22,22Aw10,10,1,Aw10,Middle1,Middle1,be,be,be,10,2,Content,0.18923166,AUX
22,22Aw11,11,1,Aw11,Middle1,Middle1,that,that,that,11,4,Function,0.4753797,SCONJ
22,22Aw12,12,1,Aw12,AEN-2,AEN-2,bad,bad,bad,12,3,Content,0.23017223,ADJ
22,22Aw13,13,1,Aw13,AEN-1,AEN-1,for,for,for,13,3,Function,0.29256195,ADP
22,22Aw14,14,1,Aw14,AEN,AEN,you.,you.,you,14,3,Function,0.27360812,PRON
22,22Bw01,15,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,,CCONJ
22,22Bw02,16,2,Bw02,Bw02,Bw02,it,it,it,2,2,Function,NA,PRON
22,22Bw03,17,2,Bw03,Bw03,Bw03,is,is,is,3,2,Content,NA,AUX
22,22Bw04,18,2,Bw04,Middle2,Middle2,bad,bad,bad,4,3,Content,0.11911314,ADJ
22,22Bw05,19,2,Bw05,Middle2,Middle2,for,for,for,5,3,Function,0.35706195,ADP
22,22Bw06,20,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.34389526,PRON
22,22Bw07,21,2,Bw07,Middle2,Middle2,"planet,","planet,",planet,7,6,Content,0.15715054,NOUN
22,22Bw08,22,2,Bw08,Middle2,Middle2,with,with,with,8,4,Function,0.17492466,ADP
22,22Bw09,23,2,Bw09,Middle2,Middle2,chicken,chicken,chicken,9,7,Content,0.0956497,PROPN
22,22Bw10,24,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,WordNotInVocabulary,CCONJ
22,22Bw11,25,2,Bw11,Middle2,Middle2,pork,pork,pork,11,4,Content,0.37644416,PROPN
22,22Bw12,26,2,Bw12,Middle2,Middle2,less,less,less,12,4,Content,0.17132616,ADJ
22,22Bw13,27,2,Bw13,BEN-2,BEN-2,harmful,harmful,harmful,13,7,Content,0.32059214,ADJ
22,22Bw14,28,2,Bw14,BEN-1,BEN-1,than,than,than,14,4,Function,0.33285248,ADP
22,22Bw15,29,2,Bw15,BEN,BEN,beef.,beef.,beef,15,4,Content,0.45173633,NOUN
23,23Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
23,23Aw02,2,1,Aw02,Aw02,Aw02,caterpillar,caterpillar,caterpillar,2,11,Content,NA,NOUN
23,23Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
23,23Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.07149162,PRON
23,23Aw05,5,1,Aw05,Middle1,Middle1,monarch,monarch,monarch,5,7,Content,0.18348274,NOUN
23,23Aw06,6,1,Aw06,Middle1,Middle1,butterfly,butterfly,butterfly,6,9,Content,0.383505,PROPN
23,23Aw07,7,1,Aw07,Middle1,Middle1,eats,eats,eats,7,4,Content,0.1953073,NOUN
23,23Aw08,8,1,Aw08,Middle1,Middle1,only,only,only,8,4,Content,0.16884471,ADV
23,23Aw09,9,1,Aw09,Middle1,Middle1,"milkweed,","milkweed,",milkweed,9,8,Content,0.54022557,NOUN
23,23Aw10,10,1,Aw10,Middle1,Middle1,a,a,a,10,1,Function,WordNotInVocabulary,INTJ
23,23Aw11,11,1,Aw11,Middle1,Middle1,poisonous,poisonous,poisonous,11,9,Content,0.3102678,ADJ
23,23Aw12,12,1,Aw12,Middle1,Middle1,plant,plant,plant,12,5,Content,0.28241614,NOUN
23,23Aw13,13,1,Aw13,Middle1,Middle1,that,that,that,13,4,Function,0.1650823,SCONJ
23,23Aw14,14,1,Aw14,AEN-2,AEN-2,should,should,should,14,6,Function,0.11286964,AUX
23,23Aw15,15,1,Aw15,AEN-1,AEN-1,kill,kill,kill,15,4,Content,0.2451553,VERB
23,23Aw16,16,1,Aw16,AEN,AEN,it.,it.,it,16,2,Function,0.24300143,PRON
23,23Bw01,17,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,,PRON
23,23Bw02,18,2,Bw02,Bw02,Bw02,caterpillars,caterpillars,caterpillars,2,12,Content,NA,NOUN
23,23Bw03,19,2,Bw03,Bw03,Bw03,thrive,thrive,thrive,3,6,Content,0.1781903,VERB
23,23Bw04,20,2,Bw04,Middle2,Middle2,on,on,on,4,2,Function,-0.024196584,ADP
23,23Bw05,21,2,Bw05,Middle2,Middle2,the,the,the,5,3,Function,0.06436689,PRON
23,23Bw06,22,2,Bw06,Middle2,Middle2,"plant,","plant,",plant,6,5,Content,0.25206402,NOUN
23,23Bw07,23,2,Bw07,Middle2,Middle2,even,even,even,7,4,Content,0.11632751,ADV
23,23Bw08,24,2,Bw08,Middle2,Middle2,storing,storing,storing,8,7,Content,0.18352422,NOUN
23,23Bw09,25,2,Bw09,Middle2,Middle2,its,its,its,9,3,Function,0.18328315,PRON
23,23Bw10,26,2,Bw10,Middle2,Middle2,toxins,toxins,toxins,10,6,Content,0.356127,NOUN
23,23Bw11,27,2,Bw11,Middle2,Middle2,in,in,in,11,2,Function,0.1445768,ADP
23,23Bw12,28,2,Bw12,Middle2,Middle2,their,their,their,12,5,Function,0.19000068,PRON
23,23Bw13,29,2,Bw13,Middle2,Middle2,bodies,bodies,bodies,13,6,Content,0.22435012,NOUN
23,23Bw14,30,2,Bw14,Middle2,Middle2,as,as,as,14,2,Function,0.11149139,ADP
23,23Bw15,31,2,Bw15,Middle2,Middle2,a,a,a,15,1,Function,WordNotInVocabulary,INTJ
23,23Bw16,32,2,Bw16,Middle2,Middle2,defense,defense,defense,16,7,Content,0.06362737,NOUN
23,23Bw17,33,2,Bw17,BEN-2,BEN-2,against,against,against,17,7,Function,0.17327978,ADP
23,23Bw18,34,2,Bw18,BEN-1,BEN-1,hungry,hungry,hungry,18,6,Content,0.22348078,ADJ
23,23Bw19,35,2,Bw19,BEN,BEN,birds.,birds.,birds,19,5,Content,0.43006364,NOUN
24,24Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,WordNotInVocabulary,NOUN
24,24Aw02,2,1,Aw02,Aw02,Aw02,decline,decline,decline,2,7,Content,WordNotInVocabulary,NOUN
24,24Aw03,3,1,Aw03,Aw03,Aw03,in,in,in,3,2,Function,0.16571757,ADP
24,24Aw04,4,1,Aw04,Middle1,Middle1,income,income,income,4,6,Content,0.22446297,NOUN
24,24Aw05,5,1,Aw05,Middle1,Middle1,in,in,in,5,2,Function,0.15339139,ADP
24,24Aw06,6,1,Aw06,Middle1,Middle1,young,young,young,6,5,Content,0.06465753,ADJ
24,24Aw07,7,1,Aw07,Middle1,Middle1,adulthood,adulthood,adulthood,7,9,Content,0.31195435,NOUN
24,24Aw08,8,1,Aw08,Middle1,Middle1,may,may,may,8,3,Function,0.19685084,AUX
24,24Aw09,9,1,Aw09,Middle1,Middle1,lead,lead,lead,9,4,Content,0.108789854,NOUN
24,24Aw10,10,1,Aw10,Middle1,Middle1,to,to,to,10,2,Function,WordNotInVocabulary,ADP
24,24Aw11,11,1,Aw11,Middle1,Middle1,poorer,poorer,poorer,11,6,Content,0.36201876,NOUN
24,24Aw12,12,1,Aw12,Middle1,Middle1,cognitive,cognitive,cognitive,12,9,Content,0.33770832,ADJ
24,24Aw13,13,1,Aw13,Middle1,Middle1,ability,ability,ability,13,7,Content,0.19656742,NOUN
24,24Aw14,14,1,Aw14,AEN-2,AEN-2,in,in,in,14,2,Function,0.1622426,ADP
24,24Aw15,15,1,Aw15,AEN-1,AEN-1,middle,middle,middle,15,6,Content,0.25949913,ADJ
24,24Aw16,16,1,Aw16,AEN,AEN,age.,age.,age,16,3,Content,0.4757833,NOUN
24,24Bw01,17,2,Bw01,Bw01,Bw01,Income,Income,Income,1,6,Content,,NOUN
24,24Bw02,18,2,Bw02,Bw02,Bw02,reductions,reductions,reductions,2,10,Content,0.20642193,NOUN
24,24Bw03,19,2,Bw03,Bw03,Bw03,are,are,are,3,3,Content,0.14581445,AUX
24,24Bw04,20,2,Bw04,Middle2,Middle2,also,also,also,4,4,Content,0.16233164,ADV
24,24Bw05,21,2,Bw05,Middle2,Middle2,linked,linked,linked,5,6,Content,0.14470954,VERB
24,24Bw06,22,2,Bw06,Middle2,Middle2,to,to,to,6,2,Function,WordNotInVocabulary,ADP
24,24Bw07,23,2,Bw07,Middle2,Middle2,changes,changes,changes,7,7,Content,0.38608673,NOUN
24,24Bw08,24,2,Bw08,Middle2,Middle2,in,in,in,8,2,Function,0.2691755,ADP
24,24Bw09,25,2,Bw09,Middle2,Middle2,brain,brain,brain,9,5,Content,0.117609315,NOUN
24,24Bw10,26,2,Bw10,Middle2,Middle2,structure,structure,structure,10,9,Content,0.28680253,NOUN
24,24Bw11,27,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.3964389,SCONJ
24,24Bw12,28,2,Bw12,Middle2,Middle2,suggest,suggest,suggest,12,7,Content,0.25672737,VERB
24,24Bw13,29,2,Bw13,Middle2,Middle2,premature,premature,premature,13,9,Content,0.23533902,ADJ
24,24Bw14,30,2,Bw14,BEN-2,BEN-2,"aging,","aging,",aging,14,5,Content,0.27135187,NOUN
24,24Bw15,31,2,Bw15,BEN-1,BEN-1,researchers,researchers,researchers,15,11,Content,0.29017428,NOUN
24,24Bw16,32,2,Bw16,BEN,BEN,report.,report.,report,16,6,Content,0.2403781,NOUN
25,25Aw01,1,1,Aw01,Aw01,Aw01,Many,Many,Many,1,4,Content,,ADJ
25,25Aw02,2,1,Aw02,Aw02,Aw02,patients,patients,patients,2,8,Content,0.12208822,NOUN
25,25Aw03,3,1,Aw03,Aw03,Aw03,with,with,with,3,4,Function,0.14828965,ADP
25,25Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.1361334,PRON
25,25Aw05,5,1,Aw05,Middle1,Middle1,mysterious,mysterious,mysterious,5,10,Content,0.05048937,ADJ
25,25Aw06,6,1,Aw06,Middle1,Middle1,illness,illness,illness,6,7,Content,0.30459225,NOUN
25,25Aw07,7,1,Aw07,Middle1,Middle1,have,have,have,7,4,Content,0.22343712,VERB
25,25Aw08,8,1,Aw08,Middle1,Middle1,wound,wound,wound,8,5,Content,0.19830841,NOUN
25,25Aw09,9,1,Aw09,Middle1,Middle1,up,up,up,9,2,Function,0.08525437,NOUN
25,25Aw10,10,1,Aw10,Middle1,Middle1,hospitalized,hospitalized,hospitalized,10,12,Content,0.3923621,VERB
25,25Aw11,11,1,Aw11,Middle1,Middle1,in,in,in,11,2,Function,0.21941665,ADP
25,25Aw12,12,1,Aw12,Middle1,Middle1,intensive,intensive,intensive,12,9,Content,0.15761979,ADJ
25,25Aw13,13,1,Aw13,Middle1,Middle1,care,care,care,13,4,Content,0.37055823,NOUN
25,25Aw14,14,1,Aw14,Middle1,Middle1,"units,","units,",units,14,5,Content,0.13382293,NOUN
25,25Aw15,15,1,Aw15,Middle1,Middle1,needing,needing,needing,15,7,Content,0.3309629,ADJ
25,25Aw16,16,1,Aw16,Middle1,Middle1,ventilators,ventilators,ventilators,16,11,Content,0.41124353,NOUN
25,25Aw17,17,1,Aw17,Middle1,Middle1,or,or,or,17,2,Function,0.23939742,CCONJ
25,25Aw18,18,1,Aw18,Middle1,Middle1,even,even,even,18,4,Content,0.30368522,ADV
25,25Aw19,19,1,Aw19,Middle1,Middle1,more,more,more,19,4,Content,0.25634846,ADJ
25,25Aw20,20,1,Aw20,Middle1,Middle1,desperate,desperate,desperate,20,9,Content,0.26157102,ADJ
25,25Aw21,21,1,Aw21,Middle1,Middle1,measures,measures,measures,21,8,Content,0.20741692,NOUN
25,25Aw22,22,1,Aw22,Middle1,Middle1,to,to,to,22,2,Function,WordNotInVocabulary,ADP
25,25Aw23,23,1,Aw23,AEN-2,AEN-2,help,help,help,23,4,Content,0.3274575,VERB
25,25Aw24,24,1,Aw24,AEN-1,AEN-1,them,them,them,24,4,Function,0.40817934,PRON
25,25Aw25,25,1,Aw25,AEN,AEN,breathe.,breathe.,breathe,25,7,Content,0.3150762,VERB
25,25Bw01,26,2,Bw01,Bw01,Bw01,Most,Most,Most,1,4,Content,,ADJ
25,25Bw02,27,2,Bw02,Bw02,Bw02,are,are,are,2,3,Content,0.2935814,AUX
25,25Bw03,28,2,Bw03,Bw03,Bw03,"young,","young,",young,3,5,Content,0.24692492,ADJ
25,25Bw04,29,2,Bw04,Middle2,Middle2,male,male,male,4,4,Content,0.32978842,ADJ
25,25Bw05,30,2,Bw05,Middle2,Middle2,adults,adults,adults,5,6,Content,0.40170544,NOUN
25,25Bw06,31,2,Bw06,BEN-2,BEN-2,or,or,or,6,2,Function,0.2514319,CCONJ
25,25Bw07,32,2,Bw07,BEN-1,BEN-1,even,even,even,7,4,Content,0.275209,ADV
25,25Bw08,33,2,Bw08,BEN,BEN,teenagers.,teenagers.,teenagers,8,9,Content,0.58999395,NOUN
26,26Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
26,26Aw02,2,1,Aw02,Aw02,Aw02,ground,ground,ground,2,6,Content,NA,NOUN
26,26Aw03,3,1,Aw03,Aw03,Aw03,around,around,around,3,6,Function,0.16696368,ADP
26,26Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.1665976,PRON
26,26Aw05,5,1,Aw05,AEN-2,AEN-2,building,building,building,5,8,Content,0.21672124,NOUN
26,26Aw06,6,1,Aw06,AEN-1,AEN-1,slopes,slopes,slopes,6,6,Content,0.2358501,NOUN
26,26Aw07,7,1,Aw07,AEN,AEN,away.,away.,away,7,4,Content,0.16717304,ADV
26,26Bw01,8,2,Bw01,Bw01,Bw01,That,That,That,1,4,Function,,PRON
26,26Bw02,9,2,Bw02,Bw02,Bw02,allows,allows,allows,2,6,Content,NA,NOUN
26,26Bw03,10,2,Bw03,Bw03,Bw03,the,the,the,3,3,Function,0.11546916,PRON
26,26Bw04,11,2,Bw04,Middle2,Middle2,classroom,classroom,classroom,4,9,Content,0.06648891,NOUN
26,26Bw05,12,2,Bw05,Middle2,Middle2,windows,windows,windows,5,7,Content,0.19418633,NOUN
26,26Bw06,13,2,Bw06,Middle2,Middle2,to,to,to,6,2,Function,WordNotInVocabulary,ADP
26,26Bw07,14,2,Bw07,Middle2,Middle2,be,be,be,7,2,Content,0.03828128,AUX
26,26Bw08,15,2,Bw08,Middle2,Middle2,low,low,low,8,3,Content,0.10466277,ADJ
26,26Bw09,16,2,Bw09,Middle2,Middle2,enough,enough,enough,9,6,Content,0.22416005,ADJ
26,26Bw10,17,2,Bw10,Middle2,Middle2,for,for,for,10,3,Function,0.30829147,ADP
26,26Bw11,18,2,Bw11,Middle2,Middle2,children,children,children,11,8,Content,0.2742321,NOUN
26,26Bw12,19,2,Bw12,Middle2,Middle2,to,to,to,12,2,Function,WordNotInVocabulary,ADP
26,26Bw13,20,2,Bw13,Middle2,Middle2,see,see,see,13,3,Content,0.2609836,VERB
26,26Bw14,21,2,Bw14,Middle2,Middle2,out,out,out,14,3,Function,0.2910193,ADP
26,26Bw15,22,2,Bw15,Middle2,Middle2,while,while,while,15,5,Function,0.21045418,SCONJ
26,26Bw16,23,2,Bw16,Middle2,Middle2,still,still,still,16,5,Content,0.3461575,ADV
26,26Bw17,24,2,Bw17,Middle2,Middle2,being,being,being,17,5,Content,0.2902367,AUX
26,26Bw18,25,2,Bw18,Middle2,Middle2,high,high,high,18,4,Content,0.37907806,ADJ
26,26Bw19,26,2,Bw19,BEN-2,BEN-2,above,above,above,19,5,Function,0.37401816,ADV
26,26Bw20,27,2,Bw20,BEN-1,BEN-1,the,the,the,20,3,Function,0.36561212,PRON
26,26Bw21,28,2,Bw21,BEN,BEN,ground.,ground.,ground,21,6,Content,0.22069803,NOUN
27,27Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,WordNotInVocabulary,NOUN
27,27Aw02,2,1,Aw02,Aw02,Aw02,surge,surge,surge,2,5,Content,WordNotInVocabulary,NOUN
27,27Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
27,27Aw04,4,1,Aw04,Middle1,Middle1,oil,oil,oil,4,3,Content,0.1944025,NOUN
27,27Aw05,5,1,Aw05,Middle1,Middle1,production,production,production,5,10,Content,0.19261393,NOUN
27,27Aw06,6,1,Aw06,Middle1,Middle1,is,is,is,6,2,Content,0.10760529,AUX
27,27Aw07,7,1,Aw07,Middle1,Middle1,"coming,","coming,",coming,7,6,Content,0.2260154,VERB
27,27Aw08,8,1,Aw08,Middle1,Middle1,whether,whether,whether,8,7,Function,0.19663823,SCONJ
27,27Aw09,9,1,Aw09,Middle1,Middle1,the,the,the,9,3,Function,0.3510801,PRON
27,27Aw10,10,1,Aw10,Middle1,Middle1,world,world,world,10,5,Content,0.24183375,NOUN
27,27Aw11,11,1,Aw11,Middle1,Middle1,needs,needs,needs,11,5,Content,0.24872892,NOUN
27,27Aw12,12,1,Aw12,AEN-2,AEN-2,it,it,it,12,2,Function,0.37650192,PRON
27,27Aw13,13,1,Aw13,AEN-1,AEN-1,or,or,or,13,2,Function,0.19294448,CCONJ
27,27Aw14,14,1,Aw14,AEN,AEN,not.,not.,not,14,3,Content,0.3126427,PART
27,27Bw01,15,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,,PRON
27,27Bw02,16,2,Bw02,Bw02,Bw02,flood,flood,flood,2,5,Content,NA,NOUN
27,27Bw03,17,2,Bw03,Bw03,Bw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
27,27Bw04,18,2,Bw04,Middle2,Middle2,crude,crude,crude,4,5,Content,0.06536803,ADJ
27,27Bw05,19,2,Bw05,Middle2,Middle2,will,will,will,5,4,Function,0.06147673,AUX
27,27Bw06,20,2,Bw06,Middle2,Middle2,arrive,arrive,arrive,6,6,Content,0.1275193,VERB
27,27Bw07,21,2,Bw07,Middle2,Middle2,even,even,even,7,4,Content,0.20152599,ADV
27,27Bw08,22,2,Bw08,Middle2,Middle2,as,as,as,8,2,Function,0.21971488,ADP
27,27Bw09,23,2,Bw09,Middle2,Middle2,concerns,concerns,concerns,9,8,Content,0.09873333,NOUN
27,27Bw10,24,2,Bw10,Middle2,Middle2,about,about,about,10,5,Function,0.23383427,ADP
27,27Bw11,25,2,Bw11,Middle2,Middle2,climate,climate,climate,11,7,Content,0.21156926,NOUN
27,27Bw12,26,2,Bw12,Middle2,Middle2,change,change,change,12,6,Content,0.24756876,NOUN
27,27Bw13,27,2,Bw13,Middle2,Middle2,are,are,are,13,3,Content,0.2720433,AUX
27,27Bw14,28,2,Bw14,Middle2,Middle2,growing,growing,growing,14,7,Content,0.19878998,VERB
27,27Bw15,29,2,Bw15,Middle2,Middle2,and,and,and,15,3,Function,WordNotInVocabulary,CCONJ
27,27Bw16,30,2,Bw16,Middle2,Middle2,worldwide,worldwide,worldwide,16,9,Content,0.1767445,ADV
27,27Bw17,31,2,Bw17,Middle2,Middle2,oil,oil,oil,17,3,Content,0.3707947,NOUN
27,27Bw18,32,2,Bw18,BEN-2,BEN-2,demand,demand,demand,18,6,Content,0.4497687,NOUN
27,27Bw19,33,2,Bw19,BEN-1,BEN-1,is,is,is,19,2,Content,0.2927533,AUX
27,27Bw20,34,2,Bw20,BEN,BEN,slowing.,slowing.,slowing,20,7,Content,0.37253225,VERB
28,28Aw01,1,1,Aw01,Aw01,Aw01,Farmers,Farmers,Farmers,1,7,Content,,NOUN
28,28Aw02,2,1,Aw02,Aw02,Aw02,and,and,and,2,3,Function,WordNotInVocabulary,CCONJ
28,28Aw03,3,1,Aw03,Aw03,Aw03,plant,plant,plant,3,5,Content,0.2514563,NOUN
28,28Aw04,4,1,Aw04,Middle1,Middle1,breeders,breeders,breeders,4,8,Content,0.4116391,NOUN
28,28Aw05,5,1,Aw05,Middle1,Middle1,are,are,are,5,3,Content,0.1247775,AUX
28,28Aw06,6,1,Aw06,Middle1,Middle1,in,in,in,6,2,Function,0.12862296,ADP
28,28Aw07,7,1,Aw07,Middle1,Middle1,a,a,a,7,1,Function,WordNotInVocabulary,INTJ
28,28Aw08,8,1,Aw08,AEN-2,AEN-2,race,race,race,8,4,Content,0.12208593,NOUN
28,28Aw09,9,1,Aw09,AEN-1,AEN-1,against,against,against,9,7,Function,0.14571705,ADP
28,28Aw10,10,1,Aw10,AEN,AEN,time.,time.,time,10,4,Content,0.13705792,NOUN
28,28Bw01,11,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,,PRON
28,28Bw02,12,2,Bw02,Bw02,Bw02,world,world,world,2,5,Content,NA,NOUN
28,28Bw03,13,2,Bw03,Bw03,Bw03,population,population,population,3,10,Content,0.14900278,NOUN
28,28Bw04,14,2,Bw04,Middle2,Middle2,is,is,is,4,2,Content,0.21800853,AUX
28,28Bw05,15,2,Bw05,Middle2,Middle2,growing,growing,growing,5,7,Content,0.3605013,VERB
28,28Bw06,16,2,Bw06,Middle2,Middle2,"rapidly,","rapidly,",rapidly,6,7,Content,0.41762894,ADV
28,28Bw07,17,2,Bw07,Middle2,Middle2,requiring,requiring,requiring,7,9,Content,0.08129058,VERB
28,28Bw08,18,2,Bw08,Middle2,Middle2,ever,ever,ever,8,4,Content,0.33058363,ADV
28,28Bw09,19,2,Bw09,Middle2,Middle2,more,more,more,9,4,Content,0.32860723,ADJ
28,28Bw10,20,2,Bw10,Middle2,Middle2,"food,","food,",food,10,4,Content,0.23825772,NOUN
28,28Bw11,21,2,Bw11,Middle2,Middle2,but,but,but,11,3,Function,0.29370582,CCONJ
