Passage,NewID,Word,WordWithPunctuation,WordNoPunctuation,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
29,29Aw12,wrought,wrought,wrought,Content,VERB,0.2321393,0.24078429
29,29Aw13,by,by,by,Function,ADP,0.14300992,0.1501942
29,29Aw14,men,men,men,Content,NOUN,0.43154135,0.46166205
29,29Aw15,in,in,in,Function,ADP,0.3408742,0.35402948
29,29Aw16,their,their,their,Function,PRON,0.31333658,0.3195783
29,29Aw17,lives.,lives.,lives,Content,NOUN,0.31215757,0.3148242
29,29Bw01,One,One,One,Function,NUM,0.13771205,0.1529603
29,29Bw02,is,is,is,Content,AUX,0.16136017,0.17189264
29,29Bw03,a,a,a,Function,DET,null,null
29,29Bw04,shy,shy,shy,Content,ADJ,0.20731887,0.21027109
29,29Bw05,Florida,Florida,Florida,Content,PROPN,0.09280783,0.09418391
29,29Bw06,high,high,high,Content,ADJ,0.2098894,0.20478544
29,29Bw07,schooler,schooler,schooler,Content,NOUN,0.21862413,0.227242
29,29Bw08,struggling,struggling,struggling,Content,VERB,0.33524436,0.34180054
29,29Bw09,to,to,to,Function,PART,null,null
29,29Bw10,find,find,find,Content,VERB,0.1998923,0.21857005
29,29Bw11,solace,solace,solace,Content,NOUN,0.26520702,0.26458716
29,29Bw12,as,as,as,Function,SCONJ,0.24178758,0.25038317
29,29Bw13,her,her,her,Function,PRON,0.31744212,0.31348568
29,29Bw14,family,family,family,Content,NOUN,0.26851904,0.27068743
29,29Bw15,tears,tears,tears,Content,VERB,0.24311836,0.24133453
29,29Bw16,itself,itself,itself,Function,PRON,0.1878777,0.19627415
29,29Bw17,apart.,apart.,apart,Content,ADV,0.23832144,0.23165238
30,30Aw01,One,One,One,Function,NUM,null,null
30,30Aw02,benefit,benefit,benefit,Content,NOUN,null,null
30,30Aw03,of,of,of,Function,ADP,null,null
30,30Aw04,discovery,discovery,discovery,Content,NOUN,-0.013700437,-0.013700441
30,30Aw05,is,is,is,Content,AUX,0.19075625,0.20173626
30,30Aw06,that,that,that,Function,SCONJ,0.33220062,0.33976603
30,30Aw07,you,you,you,Function,PRON,0.12121246,0.15434684
30,30Aw08,get,get,get,Content,VERB,0.15658432,0.19514354
30,30Aw09,to,to,to,Function,PART,null,null
30,30Aw10,name,name,name,Content,VERB,0.13362002,0.14106558
30,30Aw11,the,the,the,Function,DET,0.35405052,0.3700332
30,30Aw12,things,things,things,Content,NOUN,0.26566327,0.29129598
30,30Aw13,you,you,you,Function,PRON,0.3602115,0.38969243
30,30Aw14,discovered.,discovered.,discovered,Content,VERB,0.30591163,0.2532371
30,30Bw01,Astronomy,Astronomy,Astronomy,Content,NOUN,0.13890249,0.12907974
30,30Bw02,is,is,is,Content,AUX,0.42559743,0.51034164
30,30Bw03,blessed,blessed,blessed,Content,VERB,0.25997576,0.2579009
30,30Bw04,in,in,in,Function,ADP,0.27695158,0.29293895
30,30Bw05,this,this,this,Function,DET,0.3969645,0.4295735
30,30Bw06,regard.,regard.,regard,Content,NOUN,0.2776585,0.28648221
31,31Aw01,On,On,On,Function,ADP,null,null
31,31Aw02,bright,bright,bright,Content,ADJ,null,null
31,31Aw03,mornings,mornings,mornings,Content,NOUN,0.14079098,0.140791
31,31Aw04,in,in,in,Function,ADP,0.10603042,0.11088765
31,31Aw05,the,the,the,Function,DET,0.03614962,0.04114741
31,31Aw06,"tropics,","tropics,",tropics,Content,NOUN,0.1705268,0.1674536
31,31Aw07,crocodiles,crocodiles,crocodiles,Content,NOUN,0.19869927,0.18275568
31,31Aw08,haul,haul,haul,Content,VERB,0.10253482,0.10200378
31,31Aw09,themselves,themselves,themselves,Function,PRON,0.08497835,0.09096253
31,31Aw10,out,out,out,Function,ADP,0.09084948,0.09565373
31,31Aw11,of,of,of,Function,ADP,null,null
31,31Aw12,the,the,the,Function,DET,0.08420365,0.09249661
31,31Aw13,water,water,water,Content,NOUN,0.31359753,0.29707274
31,31Aw14,to,to,to,Function,PART,null,null
31,31Aw15,bask,bask,bask,Content,VERB,0.20473939,0.21293306
31,31Aw16,in,in,in,Function,ADP,0.11394597,0.12271443
31,31Aw17,the,the,the,Function,DET,0.14167893,0.15171152
31,31Aw18,sun.,sun.,sun,Content,NOUN,0.49171594,0.49813825
31,31Bw01,Like,Like,Like,Function,ADP,0.1360933,0.13786986
31,31Bw02,other,other,other,Content,ADJ,0.1027204,0.10876758
31,31Bw03,"reptiles,","reptiles,",reptiles,Content,NOUN,0.41603443,0.3799928
31,31Bw04,they,they,they,Function,PRON,0.27360788,0.30456933
31,31Bw05,rely,rely,rely,Content,VERB,0.1534105,0.17877951
31,31Bw06,on,on,on,Function,ADP,0.15339942,0.17681645
31,31Bw07,its,its,its,Function,PRON,0.08192849,0.09496287
31,31Bw08,warmth,warmth,warmth,Content,NOUN,0.41310948,0.40547708
31,31Bw09,to,to,to,Function,PART,null,null
31,31Bw10,help,help,help,Content,VERB,0.17729613,0.20625512
31,31Bw11,fuel,fuel,fuel,Content,VERB,0.23435207,0.25305066
31,31Bw12,their,their,their,Function,PRON,0.2616705,0.29199892
31,31Bw13,metabolisms.,metabolisms.,metabolisms,Content,NOUN,0.33576387,0.3261382
32,32Aw01,Elephants,Elephants,Elephants,Content,NOUN,null,null
32,32Aw02,keep,keep,keep,Content,AUX,0.04774337,0.04774337
32,32Aw03,surprising,surprising,surprising,Content,VERB,0.01975499,0.021631325
32,32Aw04,us.,us.,us,Function,PRON,0.18674001,0.1942
32,32Bw01,They,They,They,Function,PRON,0.19624959,0.19478106
32,32Bw02,live,live,live,Content,VERB,0.22678463,0.22224332
32,32Bw03,complex,complex,complex,Content,ADJ,0.15976812,0.1668557
32,32Bw04,social,social,social,Content,ADJ,0.21825549,0.22381856
32,32Bw05,"lives,","lives,",lives,Content,NOUN,0.26142994,0.27576193
32,32Bw06,"cooperate,","cooperate,",cooperate,Content,VERB,0.15996943,0.1645943
32,32Bw07,show,show,show,Content,VERB,0.29601452,0.30829272
32,32Bw08,altruism,altruism,altruism,Content,NOUN,0.2875116,0.28654483
32,32Bw09,and,and,and,Function,CCONJ,null,null
32,32Bw10,grieve,grieve,grieve,Content,VERB,0.30043414,0.29169706
32,32Bw11,their,their,their,Function,PRON,0.3058356,0.32064158
32,32Bw12,dead.,dead.,dead,Content,NOUN,0.24880134,0.23217015
33,33Aw01,The,The,The,Function,DET,null,null
33,33Aw02,overwhelming,overwhelming,overwhelming,Content,ADJ,null,null
33,33Aw03,majority,majority,majority,Content,NOUN,0.27499515,0.27499515
33,33Aw04,of,of,of,Function,ADP,null,null
33,33Aw05,snails,snails,snails,Content,NOUN,0.035804365,0.03254584
33,33Aw06,live,live,live,Content,VERB,0.19907928,0.1941374
33,33Aw07,in,in,in,Function,ADP,0.23824853,0.24917209
33,33Aw08,shells,shells,shells,Content,NOUN,0.21901274,0.19269256
33,33Aw09,that,that,that,Function,PRON,0.29133743,0.31465358
33,33Aw10,coil,coil,coil,Content,VERB,0.1625311,0.15647618
33,33Aw11,to,to,to,Function,ADP,null,null
33,33Aw12,the,the,the,Function,DET,0.20932356,0.22818157
33,33Aw13,right.,right.,right,Content,NOUN,0.1787297,0.19818138
33,33Bw01,But,But,But,Function,CCONJ,0.15601788,0.18579438
33,33Bw02,occasionally,occasionally,occasionally,Content,ADV,0.24249111,0.24279888
33,33Bw03,some,some,some,Function,PRON,0.3352849,0.3768922
33,33Bw04,are,are,are,Content,AUX,0.2639101,0.28739282
33,33Bw05,born,born,born,Content,VERB,0.09618143,0.10471654
33,33Bw06,with,with,with,Function,ADP,0.19665918,0.22013265
33,33Bw07,shells,shells,shells,Content,NOUN,0.4847743,0.4245634
33,33Bw08,that,that,that,Function,PRON,0.31344575,0.35685748
33,33Bw09,turn,turn,turn,Content,VERB,0.14978245,0.182973
33,33Bw10,the,the,the,Function,DET,0.29343346,0.3322573
33,33Bw11,other,other,other,Content,ADJ,0.26860252,0.30480894
33,33Bw12,way.,way.,way,Content,NOUN,0.2367333,0.28621194
34,34Aw01,To,To,To,Function,PART,null,null
34,34Aw02,visit,visit,visit,Content,VERB,null,null
34,34Aw03,Venezuela,Venezuela,Venezuela,Content,PROPN,0.021591822,0.021591827
34,34Aw04,today,today,today,Content,NOUN,0.097607344,0.100911565
34,34Aw05,is,is,is,Content,AUX,0.15875338,0.20364015
34,34Aw06,to,to,to,Function,PART,null,null
34,34Aw07,see,see,see,Content,VERB,0.32747275,0.35007995
34,34Aw08,how,how,how,Content,SCONJ,0.2673553,0.28557298
34,34Aw09,misrule,misrule,misrule,Content,NOUN,0.14875649,0.12674819
34,34Aw10,can,can,can,Function,AUX,0.35474402,0.41245875
34,34Aw11,shatter,shatter,shatter,Content,VERB,0.09842351,0.09118382
34,34Aw12,a,a,a,Function,DET,null,null
34,34Aw13,country.,country.,country,Content,NOUN,0.37305996,0.35213873
34,34Bw01,Years,Years,Years,Content,NOUN,0.15180577,0.13471432
34,34Bw02,of,of,of,Function,ADP,null,null
34,34Bw03,"corrupt,","corrupt,",corrupt,Content,ADJ,0.29823583,0.25557712
34,34Bw04,incompetent,incompetent,incompetent,Content,ADJ,0.29938996,0.26723155
34,34Bw05,and,and,and,Function,CCONJ,null,null
34,34Bw06,autocratic,autocratic,autocratic,Content,ADJ,0.42906848,0.3666846
34,34Bw07,rule,rule,rule,Content,NOUN,0.3387991,0.32408348
34,34Bw08,have,have,have,Content,AUX,0.3161754,0.3681116
34,34Bw09,left,left,left,Content,VERB,0.23295386,0.2341373
34,34Bw10,Venezuelans,Venezuelans,Venezuelans,Content,PROPN,0.32627916,0.29681084
34,34Bw11,hungry,hungry,hungry,Content,ADJ,0.2948719,0.3024329
34,34Bw12,and,and,and,Function,CCONJ,null,null
34,34Bw13,children,children,children,Content,NOUN,0.24001071,0.24432546
34,34Bw14,dying,dying,dying,Content,VERB,0.29761356,0.31387526
34,34Bw15,for,for,for,Function,ADP,0.29834205,0.3514255
34,34Bw16,want,want,want,Content,NOUN,0.38240352,0.43069613
34,34Bw17,of,of,of,Function,ADP,null,null
34,34Bw18,basic,basic,basic,Content,ADJ,0.22808157,0.23828205
34,34Bw19,medical,medical,medical,Content,ADJ,0.19820067,0.2100938
34,34Bw20,care.,care.,care,Content,NOUN,0.35721096,0.37964728
35,35Aw01,California,California,California,Content,PROPN,null,null
35,35Aw02,has,has,has,Content,AUX,0.06296304,0.062963046
35,35Aw03,positioned,positioned,positioned,Content,VERB,0.044873357,0.045325868
35,35Aw04,itself,itself,itself,Function,PRON,0.19465381,0.21216491
35,35Aw05,as,as,as,Function,ADP,0.2650964,0.2602723
35,35Aw06,a,a,a,Function,DET,null,null
35,35Aw07,leader,leader,leader,Content,NOUN,0.20227194,0.20806748
35,35Aw08,in,in,in,Function,ADP,0.25705042,0.2777001
35,35Aw09,the,the,the,Function,DET,0.30224502,0.3153332
35,35Aw10,fight,fight,fight,Content,NOUN,0.08467639,0.0914861
35,35Aw11,against,against,against,Function,ADP,0.25584364,0.2631828
35,35Aw12,climate,climate,climate,Content,NOUN,0.15396564,0.15232867
35,35Aw13,change.,change.,change,Content,NOUN,0.191172,0.2020805
35,35Bw01,It,It,It,Function,PRON,0.22751224,0.2353441
35,35Bw02,leads,leads,leads,Content,VERB,0.16641216,0.17171802
35,35Bw03,the,the,the,Function,DET,0.39072785,0.40060052
35,35Bw04,nation,nation,nation,Content,NOUN,0.323008,0.3240551
35,35Bw05,by,by,by,Function,ADP,0.14675045,0.17424811
35,35Bw06,far,far,far,Content,ADV,0.2601145,0.27105743
35,35Bw07,in,in,in,Function,ADP,0.36413684,0.37547332
35,35Bw08,solar,solar,solar,Content,ADJ,0.22515862,0.2143092
35,35Bw09,power.,power.,power,Content,NOUN,0.3185758,0.30216673
36,36Aw01,This,This,This,Function,PRON,null,null
36,36Aw02,has,has,has,Content,AUX,null,null
36,36Aw03,been,been,been,Content,AUX,0.60107934,0.6010794
36,36Aw04,a,a,a,Function,DET,null,null
36,36Aw05,golden,golden,golden,Content,ADJ,0.026717061,0.027043808
36,36Aw06,age,age,age,Content,NOUN,0.15781769,0.14077236
36,36Aw07,for,for,for,Function,ADP,0.31638333,0.33196262
36,36Aw08,brain,brain,brain,Content,NOUN,0.16386959,0.15589301
36,36Aw09,research.,research.,research,Content,NOUN,0.16200547,0.14918086
36,36Bw01,We,We,We,Function,PRON,0.09330757,0.11567968
36,36Bw02,now,now,now,Content,ADV,0.37520966,0.4125385
36,36Bw03,have,have,have,Content,VERB,0.4499397,0.52000064
36,36Bw04,amazing,amazing,amazing,Content,ADJ,0.27477157,0.26838303
36,36Bw05,brain,brain,brain,Content,NOUN,0.5179139,0.4116005
36,36Bw06,scans,scans,scans,Content,NOUN,0.23478258,0.20820129
36,36Bw07,that,that,that,Function,PRON,0.4030492,0.45509276
36,36Bw08,show,show,show,Content,VERB,0.1951265,0.20787491
36,36Bw09,which,which,which,Function,DET,0.19210254,0.22451541
36,36Bw10,networks,networks,networks,Content,NOUN,0.18497708,0.18065499
36,36Bw11,in,in,in,Function,ADP,0.28137887,0.33104533
36,36Bw12,the,the,the,Function,DET,0.2852068,0.33978158
36,36Bw13,brain,brain,brain,Content,NOUN,0.6740515,0.56145334
36,36Bw14,ramp,ramp,ramp,Content,VERB,0.11589765,0.1324184
36,36Bw15,up,up,up,Content,ADP,0.19868319,0.22268377
36,36Bw16,during,during,during,Function,ADP,0.17825906,0.2038402
36,36Bw17,different,different,different,Content,ADJ,0.28347883,0.30952084
36,36Bw18,activities.,activities.,activities,Content,NOUN,0.14643474,0.14937311
37,37Aw01,Student,Student,Student,Content,NOUN,null,null
37,37Aw02,debt,debt,debt,Content,NOUN,0.046557136,0.046557136
37,37Aw03,is,is,is,Content,AUX,0.12176258,0.11940101
37,37Aw04,"spiraling,","spiraling,",spiraling,Content,VERB,0.18975745,0.17067057
37,37Aw05,and,and,and,Function,CCONJ,null,null
37,37Aw06,young,young,young,Content,ADJ,0.18812563,0.2028557
37,37Aw07,people,people,people,Content,NOUN,0.29859576,0.32096538
37,37Aw08,are,are,are,Content,AUX,0.2986715,0.3580617
37,37Aw09,defaulting,defaulting,defaulting,Content,VERB,0.32034934,0.26491606
37,37Aw10,on,on,on,Function,ADP,0.1376869,0.15388508
37,37Aw11,their,their,their,Function,PRON,0.23613143,0.25497848
37,37Aw12,loans.,loans.,loans,Content,NOUN,0.42000055,0.36298192
37,37Bw01,You,You,You,Function,PRON,0.19981243,0.23042363
37,37Bw02,might,might,might,Function,AUX,0.25249612,0.2951466
37,37Bw03,think,think,think,Content,VERB,0.2641336,0.3112789
37,37Bw04,that,that,that,Function,SCONJ,0.3567408,0.3983826
37,37Bw05,students,students,students,Content,NOUN,0.37848476,0.40499523
37,37Bw06,would,would,would,Function,AUX,0.2849281,0.3151528
37,37Bw07,be,be,be,Content,AUX,0.29617313,0.34887892
37,37Bw08,better,better,better,Content,ADJ,0.229556,0.25573602
37,37Bw09,off,off,off,Function,ADP,0.18102132,0.18495668
37,37Bw10,scraping,scraping,scraping,Content,VERB,0.12220873,0.110787876
37,37Bw11,by,by,by,Function,ADP,0.1899267,0.2206458
37,37Bw12,with,with,with,Function,ADP,0.22109061,0.2480367
37,37Bw13,no,no,no,Function,DET,0.2614446,0.28869978
37,37Bw14,loans,loans,loans,Content,NOUN,0.53754085,0.4487328
37,37Bw15,at,at,at,Function,ADV,0.17990887,0.20597988
37,37Bw16,all.,all.,all,Function,ADV,0.3293185,0.3719353
38,38Aw01,The,The,The,Function,DET,null,null
38,38Aw02,bombs,bombs,bombs,Content,NOUN,null,null
38,38Aw03,smashed,smashed,smashed,Content,VERB,0.11593033,0.115930334
38,38Aw04,into,into,into,Function,ADP,0.13598333,0.13939187
38,38Aw05,a,a,a,Function,DET,null,null
38,38Aw06,child,child,child,Content,NOUN,0.086928375,0.0850694
38,38Aw07,care,care,care,Content,NOUN,0.15192944,0.18401521
38,38Aw08,"center,","center,",center,Content,NOUN,0.14624032,0.1609501
38,38Aw09,a,a,a,Function,DET,null,null
38,38Aw10,refugee,refugee,refugee,Content,NOUN,0.26652506,0.28851
38,38Aw11,camp,camp,camp,Content,NOUN,0.29786563,0.30869952
38,38Aw12,and,and,and,Function,CCONJ,null,null
38,38Aw13,a,a,a,Function,DET,null,null
38,38Aw14,school.,school.,school,Content,NOUN,0.3561285,0.36907023
38,38Bw01,They,They,They,Function,PRON,0.22848816,0.23085359
38,38Bw02,destroyed,destroyed,destroyed,Content,VERB,0.34917364,0.32595542
38,38Bw03,makeshift,makeshift,makeshift,Content,ADJ,0.41450602,0.4007149
38,38Bw04,clinics,clinics,clinics,Content,NOUN,0.39745405,0.418082
38,38Bw05,and,and,and,Function,CCONJ,null,null
38,38Bw06,"hospitals,","hospitals,",hospitals,Content,NOUN,0.40111163,0.4061652
38,38Bw07,disabling,disabling,disabling,Content,VERB,0.20997265,0.2012837
38,38Bw08,essential,essential,essential,Content,ADJ,0.1643954,0.16450788
38,38Bw09,services,services,services,Content,NOUN,0.28397018,0.3007761
38,38Bw10,for,for,for,Function,ADP,0.20703204,0.2227705
38,38Bw11,tens,tens,tens,Content,NOUN,0.27054858,0.2664251
38,38Bw12,of,of,of,Function,ADP,null,null
38,38Bw13,thousands,thousands,thousands,Content,NOUN,0.36388636,0.37879702
38,38Bw14,of,of,of,Function,ADP,null,null
38,38Bw15,people.,people.,people,Content,NOUN,0.39098996,0.39099896
39,39Aw01,To,To,To,Function,PART,null,null
39,39Aw02,make,make,make,Content,VERB,null,null
39,39Aw03,it,it,it,Function,PRON,0.31155688,0.31155685
39,39Aw04,to,to,to,Function,ADP,null,null
39,39Aw05,the,the,the,Function,DET,0.22223929,0.22223929
39,39Aw06,big,big,big,Content,ADJ,0.3178562,0.3178562
39,39Aw07,"game,","game,",game,Content,NOUN,0.15560044,0.15430996
39,39Aw08,the,the,the,Function,DET,0.30383694,0.3084325
39,39Aw09,Saudi,Saudi,Saudi,Content,ADJ,0.025462426,0.02954827
39,39Aw10,soccer,soccer,soccer,Content,NOUN,0.30144125,0.28603196
39,39Aw11,fan,fan,fan,Content,NOUN,0.26840526,0.2617361
39,39Aw12,resorted,resorted,resorted,Content,VERB,0.087752126,0.08752418
39,39Aw13,to,to,to,Function,ADP,null,null
39,39Aw14,unusual,unusual,unusual,Content,ADJ,0.113753065,0.12527616
39,39Aw15,measures.,measures.,measures,Content,NOUN,0.092215724,0.08946342
39,39Bw01,He,He,He,Function,PRON,0.22664742,0.23600343
39,39Bw02,first,first,first,Content,ADV,0.241254,0.26169673
39,39Bw03,flew,flew,flew,Content,VERB,0.1798053,0.18892922
39,39Bw04,to,to,to,Function,ADP,null,null
39,39Bw05,"Kuwait,","Kuwait,",Kuwait,Content,PROPN,0.18306851,0.17420125
39,39Bw06,where,where,where,Content,SCONJ,0.29563612,0.31379995
39,39Bw07,he,he,he,Function,PRON,0.33410025,0.35956106
39,39Bw08,told,told,told,Content,VERB,0.16787468,0.16678691
39,39Bw09,his,his,his,Function,PRON,0.25137374,0.24700888
39,39Bw10,parents,parents,parents,Content,NOUN,0.19023703,0.19049603
39,39Bw11,he,he,he,Function,PRON,0.36315975,0.3857881
39,39Bw12,was,was,was,Content,AUX,0.34156907,0.34839752
39,39Bw13,going,going,going,Content,VERB,0.43863556,0.46545807
39,39Bw14,on,on,on,Function,ADP,0.323264,0.35022023
39,39Bw15,vacation.,vacation.,vacation,Content,NOUN,0.27716938,0.2741234
40,40Aw01,It,It,It,Function,PRON,null,null
40,40Aw02,was,was,was,Content,AUX,null,null
40,40Aw03,bound,bound,bound,Content,VERB,0.060353395,0.060353406
40,40Aw04,to,to,to,Function,PART,null,null
40,40Aw05,happen.,happen.,happen,Content,VERB,0.21799748,0.21792942
40,40Bw01,"Toothpaste,","Toothpaste,",Toothpaste,Content,NOUN,0.03770451,0.037096582
40,40Bw02,perhaps,perhaps,perhaps,Content,ADV,0.2646757,0.3063918
40,40Bw03,the,the,the,Function,DET,0.36465058,0.42900094
40,40Bw04,last,last,last,Content,ADJ,0.3042174,0.3455112
40,40Bw05,part,part,part,Content,NOUN,0.2472796,0.28912282
40,40Bw06,of,of,of,Function,ADP,null,null
40,40Bw07,your,your,your,Function,PRON,0.22109902,0.21471682
40,40Bw08,daily,daily,daily,Content,ADJ,0.13495617,0.121173345
40,40Bw09,grooming,grooming,grooming,Content,NOUN,0.19920701,0.17544195
40,40Bw10,regimen,regimen,regimen,Content,NOUN,0.23284763,0.21539408
40,40Bw11,that,that,that,Function,PRON,0.41679052,0.46644258
40,40Bw12,had,had,had,Content,AUX,0.32725772,0.39195526
40,40Bw13,not,not,not,Content,PART,0.40565994,0.4445865
40,40Bw14,been,been,been,Content,AUX,0.3843594,0.4514035
40,40Bw15,gussied,gussied,gussied,Content,VERB,0.11535111,0.11493787
40,40Bw16,"up,","up,",up,Function,ADP,0.27243593,0.27816612
40,40Bw17,has,has,has,Content,AUX,0.38931212,0.4575201
40,40Bw18,now,now,now,Content,ADV,0.43819413,0.47454786
40,40Bw19,been,been,been,Content,AUX,0.5458688,0.62031025
40,40Bw20,rethought.,rethought.,rethought,Content,VERB,0.26553643,0.26521984
41,41Aw01,Done,Done,Done,Content,VERB,null,null
41,41Aw02,"correctly,","correctly,",correctly,Content,ADV,0.18769944,0.18769944
41,41Aw03,exfoliation,exfoliation,exfoliation,Content,NOUN,0.028781148,0.03389925
41,41Aw04,helps,helps,helps,Content,VERB,0.1646021,0.17916982
41,41Aw05,your,your,your,Function,PRON,0.34976107,0.3570421
41,41Aw06,skin,skin,skin,Content,NOUN,0.41266963,0.34869924
41,41Aw07,purge,purge,purge,Content,VERB,0.16724646,0.15641384
41,41Aw08,dead,dead,dead,Content,ADJ,0.11835285,0.13058011
41,41Aw09,"cells,","cells,",cells,Content,NOUN,0.2689196,0.24840051
41,41Aw10,revealing,revealing,revealing,Content,VERB,0.14932993,0.14806092
41,41Aw11,a,a,a,Function,DET,null,null
41,41Aw12,better,better,better,Content,ADJ,0.24845566,0.29148436
41,41Aw13,complexion,complexion,complexion,Content,NOUN,0.29315352,0.28359255
41,41Aw14,underneath.,underneath.,underneath,Function,ADV,0.30234572,0.31808692
41,41Bw01,That,That,That,Function,DET,0.24983491,0.27144283
41,41Bw02,magic,magic,magic,Content,NOUN,0.24857192,0.2561513
41,41Bw03,draws,draws,draws,Content,VERB,0.16664721,0.17993279
41,41Bw04,us,us,us,Function,PRON,0.2514698,0.27539596
41,41Bw05,to,to,to,Function,ADP,null,null
41,41Bw06,the,the,the,Function,DET,0.26826328,0.29735112
41,41Bw07,practice,practice,practice,Content,NOUN,0.15692507,0.16542935
41,41Bw08,but,but,but,Function,CCONJ,0.30092615,0.33733788
41,41Bw09,also,also,also,Content,ADV,0.17895952,0.19700162
41,41Bw10,makes,makes,makes,Content,VERB,0.2672719,0.2792737
41,41Bw11,us,us,us,Function,PRON,0.27916226,0.3089397
41,41Bw12,overzealous.,overzealous.,overzealous,Content,ADJ,0.16993235,0.18400295
42,42Aw01,By,By,By,Function,ADP,null,null
42,42Aw02,the,the,the,Function,DET,null,null
42,42Aw03,time,time,time,Content,NOUN,null,null
42,42Aw04,most,most,most,Content,ADJ,0.18247563,0.18247563
42,42Aw05,military,military,military,Content,ADJ,0.11422442,0.11378353
42,42Aw06,children,children,children,Content,NOUN,0.19045286,0.18414369
42,42Aw07,complete,complete,complete,Content,VERB,0.13332632,0.14746
42,42Aw08,secondary,secondary,secondary,Content,ADJ,0.23236607,0.22633867
42,42Aw09,"school,","school,",school,Content,NOUN,0.42535496,0.41020355
42,42Aw10,they,they,they,Function,PRON,0.34440917,0.36134326
42,42Aw11,will,will,will,Function,AUX,0.21191923,0.22331755
42,42Aw12,have,have,have,Content,AUX,0.28434882,0.3030512
42,42Aw13,switched,switched,switched,Content,VERB,0.15950324,0.17228383
42,42Aw14,schools,schools,schools,Content,NOUN,0.5007163,0.4763886
42,42Aw15,up,up,up,Function,ADP,0.16330612,0.17663093
42,42Aw16,to,to,to,Function,PART,null,null
42,42Aw17,nine,nine,nine,Function,NUM,0.28706327,0.31054753
42,42Aw18,times.,times.,times,Content,NOUN,0.26744533,0.3053513
42,42Bw01,These,These,These,Function,DET,0.16386136,0.17348841
42,42Bw02,frequent,frequent,frequent,Content,ADJ,0.17851198,0.19237982
42,42Bw03,changes,changes,changes,Content,NOUN,0.17201418,0.17986792
42,42Bw04,between,between,between,Function,ADP,0.20995992,0.21805951
42,42Bw05,schools,schools,schools,Content,NOUN,0.58904094,0.5531865
42,42Bw06,of,of,of,Function,ADP,null,null
42,42Bw07,strikingly,strikingly,strikingly,Content,ADV,0.20144825,0.2095387
42,42Bw08,varying,varying,varying,Content,VERB,0.28665668,0.2876959
42,42Bw09,quality,quality,quality,Content,NOUN,0.24399829,0.24719992
42,42Bw10,trouble,trouble,trouble,Content,VERB,0.17686503,0.18487467
42,42Bw11,military,military,military,Content,ADJ,0.32879612,0.32411256
42,42Bw12,children,children,children,Content,NOUN,0.4437978,0.43655434
42,42Bw13,both,both,both,Function,PRON,0.39059827,0.3980397
42,42Bw14,socially,socially,socially,Content,ADV,0.27604184,0.27911812
42,42Bw15,and,and,and,Function,CCONJ,null,null
42,42Bw16,academically.,academically.,academically,Content,ADV,0.43877476,0.42518714
43,43Aw01,A,A,A,Function,DET,null,null
43,43Aw02,decade,decade,decade,Content,NOUN,null,null
43,43Aw03,"ago,","ago,",ago,Content,ADV,0.3105217,0.3105217
43,43Aw04,natural,natural,natural,Content,ADJ,0.06385952,0.06385215
43,43Aw05,gas,gas,gas,Content,NOUN,0.0845392,0.08475847
43,43Aw06,was,was,was,Content,AUX,0.2206167,0.22436029
43,43Aw07,heralded,heralded,heralded,Content,VERB,0.23150362,0.24084803
43,43Aw08,as,as,as,Function,ADP,0.25967786,0.26049122
43,43Aw09,the,the,the,Function,DET,0.40921214,0.41906354
43,43Aw10,fuel,fuel,fuel,Content,NOUN,0.30477595,0.28047517
43,43Aw11,of,of,of,Function,ADP,null,null
43,43Aw12,the,the,the,Function,DET,0.4083383,0.4215885
43,43Aw13,future.,future.,future,Content,NOUN,0.19702674,0.1944737
43,43Bw01,In,In,In,Function,ADP,0.08407569,0.0914148
43,43Bw02,shale,shale,shale,Content,NOUN,0.27574855,0.25848052
43,43Bw03,fields,fields,fields,Content,NOUN,0.24813767,0.22985123
43,43Bw04,across,across,across,Function,ADP,0.16315652,0.16258858
43,43Bw05,the,the,the,Function,DET,0.36543432,0.40345827
43,43Bw06,"country,","country,",country,Content,NOUN,0.29544505,0.31615397
43,43Bw07,hydraulic,hydraulic,hydraulic,Content,ADJ,0.19544841,0.1684623
43,43Bw08,fracturing,fracturing,fracturing,Content,NOUN,0.34064257,0.29835838
43,43Bw09,uncorked,uncorked,uncorked,Content,VERB,0.1483235,0.15882647
43,43Bw10,a,a,a,Function,DET,null,null
43,43Bw11,lucrative,lucrative,lucrative,Content,ADJ,0.25052586,0.26753634
43,43Bw12,new,new,new,Content,ADJ,0.26794684,0.29209596
43,43Bw13,source,source,source,Content,NOUN,0.1718753,0.19107303
43,43Bw14,of,of,of,Function,ADP,null,null
43,43Bw15,supply.,supply.,supply,Content,NOUN,0.30723903,0.3142727
44,44Aw01,Climate,Climate,Climate,Content,NOUN,null,null
44,44Aw02,change,change,change,Content,NOUN,0.1755534,0.1755534
44,44Aw03,will,will,will,Function,AUX,0.14823024,0.15311407
44,44Aw04,inevitably,inevitably,inevitably,Content,ADV,0.1578987,0.1623058
44,44Aw05,transform,transform,transform,Content,VERB,0.26208934,0.26790383
44,44Aw06,the,the,the,Function,DET,0.27117944,0.2815233
44,44Aw07,way,way,way,Content,NOUN,0.31424206,0.31770897
44,44Aw08,the,the,the,Function,DET,0.3101786,0.33004892
