Passage,NewID,WordNoPunctuation,Word,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
39,39Bw13,restaurants,restaurants.,Content,NOUN,0.28669217,0.2553765
40,40Aw01,The,The,Function,PRON,null,null
40,40Aw02,more,more,Content,ADV,null,null
40,40Aw03,we,we,Function,PRON,0.24432144,0.24432145
40,40Aw04,learn,learn,Content,VERB,0.2447565,0.24475649
40,40Aw05,about,about,Function,ADP,0.4115844,0.4378087
40,40Aw06,how,how,Content,SCONJ,0.40435085,0.40272972
40,40Aw07,people,people,Content,NOUN,0.28812015,0.29597294
40,40Aw08,really,really,Content,ADV,0.53599775,0.5368244
40,40Aw09,think,"think,",Content,VERB,0.596441,0.5967241
40,40Aw10,the,the,Function,PRON,0.31046396,0.31299192
40,40Aw11,more,more,Content,ADV,0.56509423,0.58895534
40,40Aw12,we,we,Function,PRON,0.5524097,0.5498262
40,40Aw13,must,must,Function,AUX,0.2357512,0.23237698
40,40Aw14,rethink,rethink,Content,VERB,0.28196162,0.27847072
40,40Aw15,economic,economic,Content,ADJ,0.19526474,0.19500567
40,40Aw16,theory,theory.,Content,NOUN,0.24898013,0.242573
40,40Bw01,Changes,Changes,Content,NOUN,0.17167565,0.15907973
40,40Bw02,in,in,Function,ADP,0.25090206,0.25904897
40,40Bw03,fundamental,fundamental,Content,ADJ,0.37657464,0.35315147
40,40Bw04,beliefs,beliefs,Content,NOUN,0.32095578,0.3041611
40,40Bw05,play,play,Content,VERB,0.28200153,0.2898081
40,40Bw06,a,a,Function,DET,null,null
40,40Bw07,major,major,Content,ADJ,0.21890022,0.22259276
40,40Bw08,role,role,Content,NOUN,0.2436646,0.23873231
40,40Bw09,in,in,Function,ADP,0.27316704,0.28970698
40,40Bw10,the,the,Function,DET,0.3610655,0.37480277
40,40Bw11,fluctuations,fluctuations,Content,NOUN,0.26064786,0.2487834
40,40Bw12,of,of,Function,ADP,null,null
40,40Bw13,the,the,Function,DET,0.35219818,0.3706244
40,40Bw14,economy,economy.,Content,NOUN,0.33344477,0.33434233
41,41Aw01,History,History,Content,NOUN,null,null
41,41Aw02,suggests,suggests,Content,VERB,0.07491564,0.07491564
41,41Aw03,that,that,Function,SCONJ,0.16685687,0.16667953
41,41Aw04,the,the,Function,DET,0.28140447,0.28098336
41,41Aw05,world,world,Content,NOUN,0.19029793,0.18965243
41,41Aw06,is,is,Content,AUX,0.37319058,0.3731467
41,41Aw07,about,about,Function,ADV,0.252528,0.25726223
41,41Aw08,due,due,Content,ADJ,0.1383531,0.1442197
41,41Aw09,for,for,Function,ADP,0.34123898,0.3528629
41,41Aw10,another,another,Function,DET,0.26775745,0.27550972
41,41Aw11,financial,financial,Content,ADJ,0.19042851,0.18839571
41,41Aw12,crisis,crisis.,Content,NOUN,0.28565216,0.27306488
41,41Bw01,One,One,Function,NUM,0.12949729,0.1386512
41,41Bw02,of,of,Function,ADP,null,null
41,41Bw03,the,the,Function,DET,0.39920017,0.41031396
41,41Bw04,places,places,Content,NOUN,0.18924995,0.20062767
41,41Bw05,it,it,Function,PRON,0.31376004,0.32266772
41,41Bw06,might,might,Function,AUX,0.33175603,0.34703094
41,41Bw07,start,"start,",Content,VERB,0.22232832,0.23180619
41,41Bw08,according,according,Content,VERB,0.2785462,0.27654544
41,41Bw09,to,to,Function,ADP,null,null
41,41Bw10,a,a,Function,DET,null,null
41,41Bw11,growing,growing,Content,VERB,0.24790995,0.25145152
41,41Bw12,number,number,Content,NOUN,0.24437554,0.24913721
41,41Bw13,of,of,Function,ADP,null,null
41,41Bw14,indicators,"indicators,",Content,NOUN,0.24694283,0.24386713
41,41Bw15,is,is,Content,AUX,0.48331228,0.52423155
41,41Bw16,Italy,Italy.,Content,PROPN,0.18810722,0.19360441
42,42Aw01,Few,Few,Content,ADJ,null,null
42,42Aw02,doubt,doubt,Content,VERB,0.13399878,0.1339988
42,42Aw03,that,that,Function,SCONJ,0.2979903,0.29871452
42,42Aw04,energy,energy,Content,NOUN,0.07864382,0.077452645
42,42Aw05,has,has,Content,AUX,0.208686,0.21327537
42,42Aw06,improved,improved,Content,VERB,0.20958176,0.21329424
42,42Aw07,lives,lives,Content,NOUN,0.09102068,0.096268244
42,42Aw08,and,and,Function,CCONJ,null,null
42,42Aw09,enabled,enabled,Content,VERB,0.23886561,0.23829037
42,42Aw10,human,human,Content,ADJ,0.18935394,0.18250543
42,42Aw11,progress,progress.,Content,NOUN,0.260864,0.25988856
42,42Bw01,Yet,Yet,Content,CCONJ,0.28323847,0.28853384
42,42Bw02,one,one,Function,NUM,0.35254058,0.36981788
42,42Bw03,of,of,Function,ADP,null,null
42,42Bw04,the,the,Function,DET,0.36940375,0.37938341
42,42Bw05,biggest,biggest,Content,ADJ,0.20622173,0.20957062
42,42Bw06,challenges,challenges,Content,NOUN,0.29640839,0.2910558
42,42Bw07,facing,facing,Content,VERB,0.2812894,0.2682633
42,42Bw08,the,the,Function,DET,0.41829994,0.42534393
42,42Bw09,world,world,Content,NOUN,0.3395386,0.33681554
42,42Bw10,is,is,Content,AUX,0.34561458,0.3609178
42,42Bw11,the,the,Function,DET,0.43581766,0.44546878
42,42Bw12,polarized,polarized,Content,VERB,0.189227,0.18605731
42,42Bw13,debate,debate,Content,NOUN,0.26286483,0.24885385
42,42Bw14,over,over,Function,ADP,0.32662308,0.3302965
42,42Bw15,the,the,Function,DET,0.43122986,0.44474816
42,42Bw16,future,future,Content,NOUN,0.39852205,0.39513987
42,42Bw17,of,of,Function,ADP,null,null
42,42Bw18,energy,energy.,Content,NOUN,0.38087475,0.36931485
43,43Aw01,Dance,Dance,Content,NOUN,null,null
43,43Aw02,is,is,Content,AUX,0.030982057,0.030982047
43,43Aw03,about,about,Function,ADP,0.15069978,0.18679306
43,43Aw04,change,change.,Content,NOUN,0.19801393,0.21763352
43,43Bw01,The,The,Function,DET,0.1601595,0.17215966
43,43Bw02,body,body,Content,NOUN,0.1479592,0.15406613
43,43Bw03,keeps,keeps,Content,VERB,0.31313634,0.357907
43,43Bw04,altering,altering,Content,VERB,0.3351508,0.33742014
43,43Bw05,its,its,Function,PRON,0.20236033,0.21183069
43,43Bw06,shape,shape,Content,NOUN,0.29669636,0.29639342
43,43Bw07,while,while,Function,SCONJ,0.17044696,0.16324094
43,43Bw08,we,we,Function,PRON,0.2027455,0.21790424
43,43Bw09,watch,watch,Content,VERB,0.18400145,0.17697336
43,43Bw10,it,it,Function,PRON,0.36973047,0.3866545
43,43Bw11,move,move.,Content,VERB,0.32643393,0.33409348
44,44Aw01,Plants,Plants,Content,NOUN,null,null
44,44Aw02,have,have,Content,VERB,0.065864876,0.065864876
44,44Aw03,no,no,Function,DET,0.18666174,0.23292047
44,44Aw04,eyes,"eyes,",Content,NOUN,0.14763643,0.15095285
44,44Aw05,no,no,Function,DET,0.15710598,0.19717334
44,44Aw06,ears,"ears,",Content,NOUN,0.41457108,0.4063244
44,44Aw07,no,no,Function,DET,0.13832809,0.1724603
44,44Aw08,mouth,mouth,Content,NOUN,0.4555095,0.4330134
44,44Aw09,and,and,Function,CCONJ,null,null
44,44Aw10,no,no,Function,DET,0.1436553,0.17244102
44,44Aw11,hands,hands.,Content,NOUN,0.4167616,0.4209762
44,44Bw01,They,They,Function,PRON,0.24200782,0.27114147
44,44Bw02,do,do,Content,AUX,0.26299104,0.29894125
44,44Bw03,not,not,Content,PART,0.34634307,0.4227883
44,44Bw04,have,have,Content,VERB,0.42385247,0.53004813
44,44Bw05,a,a,Function,DET,null,null
44,44Bw06,brain,brain,Content,NOUN,0.31072283,0.2814495
44,44Bw07,or,or,Function,CCONJ,0.29221976,0.3364296
44,44Bw08,a,a,Function,DET,null,null
44,44Bw09,nervous,nervous,Content,ADJ,0.24109991,0.2465289
44,44Bw10,system,system.,Content,NOUN,0.18889806,0.18661898
45,45Aw01,There,There,Content,PRON,null,null
45,45Aw02,are,are,Content,VERB,0.2142159,0.2142159
45,45Aw03,many,many,Content,ADV,0.48883104,0.48524714
45,45Aw04,more,more,Content,ADJ,0.34399748,0.34789878
45,45Aw05,gorillas,gorillas,Content,NOUN,0.12781678,0.12855102
45,45Aw06,and,and,Function,CCONJ,null,null
45,45Aw07,chimpanzees,chimpanzees,Content,NOUN,0.4341414,0.31714645
45,45Aw08,than,than,Function,SCONJ,0.38954607,0.45778233
45,45Aw09,previously,previously,Content,ADV,0.17664233,0.20288186
45,45Aw10,believed,"believed,",Content,VERB,0.24074629,0.26543593
45,45Aw11,new,new,Content,ADJ,0.17337692,0.20588273
45,45Aw12,research,research,Content,NOUN,0.24971725,0.23302545
45,45Aw13,finds,finds.,Content,VERB,0.1809799,0.19322808
45,45Bw01,Nonetheless,"Nonetheless,",Content,ADV,0.21517688,0.24067134
45,45Bw02,their,their,Function,PRON,0.2817604,0.30732292
45,45Bw03,numbers,numbers,Content,NOUN,0.29161268,0.31110215
45,45Bw04,are,are,Content,AUX,0.49491397,0.5381373
45,45Bw05,rapidly,rapidly,Content,ADV,0.23746644,0.24613768
45,45Bw06,declining,declining.,Content,VERB,0.28214186,0.2810154
46,46Aw01,Forests,Forests,Content,NOUN,null,null
46,46Aw02,are,are,Content,AUX,0.09843299,0.09843299
46,46Aw03,disappearing,disappearing.,Content,VERB,0.25579503,0.25091067
46,46Bw01,Maps,Maps,Content,NOUN,0.1880002,0.19165592
46,46Bw02,show,show,Content,VERB,0.13731037,0.15636481
46,46Bw03,shrinking,shrinking,Content,VERB,0.37774187,0.37200946
46,46Bw04,woodlands,woodlands,Content,NOUN,0.47038534,0.416671
46,46Bw05,all,all,Function,ADV,0.280346,0.31217456
46,46Bw06,over,over,Function,ADP,0.15698479,0.16634537
46,46Bw07,the,the,Function,DET,0.22262628,0.24769573
46,46Bw08,world,world.,Content,NOUN,0.1670129,0.17943814
47,47Aw01,A,A,Function,DET,null,null
47,47Aw02,cowboy,cowboy,Content,NOUN,null,null
47,47Aw03,walks,walks,Content,VERB,0.12341191,0.12341191
47,47Aw04,into,into,Function,ADP,0.067531876,0.06756872
47,47Aw05,a,a,Function,DET,null,null
47,47Aw06,bar,bar.,Content,NOUN,0.15979758,0.15928836
47,47Bw01,Or,Or,Function,CCONJ,0.14699973,0.15012957
47,47Bw02,more,more,Content,ADV,0.063000105,0.06207934
47,47Bw03,specifically,"specifically,",Content,ADV,0.08851853,0.10522873
47,47Bw04,a,a,Function,DET,null,null
47,47Bw05,Nigerian,Nigerian,Content,ADJ,0.075161286,0.07734317
47,47Bw06,immigrant,immigrant,Content,NOUN,0.14391829,0.1288983
47,47Bw07,grad,grad,Content,ADJ,0.20275089,0.1942723
47,47Bw08,student,student,Content,NOUN,0.3734855,0.35585752
47,47Bw09,in,in,Function,ADP,0.19736812,0.21768914
47,47Bw10,a,a,Function,DET,null,null
47,47Bw11,cowboy,cowboy,Content,NOUN,0.52863586,0.4991071
47,47Bw12,hat,hat,Content,NOUN,0.27483907,0.26839924
47,47Bw13,walks,walks,Content,VERB,0.34043992,0.32066047
47,47Bw14,into,into,Function,ADP,0.13023478,0.14429793
47,47Bw15,a,a,Function,DET,null,null
47,47Bw16,bar,bar,Content,NOUN,0.37955678,0.4062246
47,47Bw17,in,in,Function,ADP,0.17752093,0.19327064
47,47Bw18,Oklahoma,Oklahoma.,Content,PROPN,0.17098224,0.16834716
48,48Aw01,One,One,Function,NUM,null,null
48,48Aw02,man,man,Content,NOUN,null,null
48,48Aw03,vanished,vanished,Content,VERB,0.1776601,0.1776601
48,48Aw04,diving,diving,Content,VERB,0.12456569,0.12633583
48,48Aw05,at,at,Function,ADP,0.08117258,0.08321114
48,48Aw06,midnight,midnight.,Content,NOUN,0.18182378,0.18529342
48,48Bw01,Another,Another,Function,PRON,0.05050214,0.059246246
48,48Bw02,was,was,Content,AUX,0.2691392,0.27734157
48,48Bw03,attacked,attacked,Content,VERB,0.2968538,0.29799154
48,48Bw04,by,by,Function,ADP,0.12482601,0.15380706
48,48Bw05,a,a,Function,DET,null,null
48,48Bw06,great,great,Content,ADJ,0.12679464,0.12701732
48,48Bw07,white,white,Content,ADJ,0.2479644,0.25265697
48,48Bw08,shark,shark,Content,NOUN,0.30527726,0.3011616
48,48Bw09,in,in,Function,ADP,0.2574286,0.29430228
48,48Bw10,deep,deep,Content,ADJ,0.26305762,0.26246494
48,48Bw11,water,water.,Content,NOUN,0.2805499,0.2687041
49,49Aw01,Student,Student,Content,NOUN,null,null
49,49Aw02,loans,loans,Content,NOUN,0.13489287,0.13489285
49,49Aw03,are,are,Content,AUX,0.05982138,0.057318434
49,49Aw04,central,central,Content,ADJ,0.10638415,0.102340266
49,49Aw05,to,to,Function,ADP,null,null
49,49Aw06,financing,financing,Content,VERB,0.3709512,0.30824834
49,49Aw07,college,college,Content,NOUN,0.33993128,0.34423375
49,49Aw08,educations,"educations,",Content,NOUN,0.48130032,0.48652574
49,49Aw09,yet,yet,Content,CCONJ,0.13280009,0.15169817
49,49Aw10,millions,millions,Content,NOUN,0.19685729,0.20519298
49,49Aw11,of,of,Function,ADP,null,null
49,49Aw12,borrowers,borrowers,Content,NOUN,0.51362073,0.4759141
49,49Aw13,are,are,Content,AUX,0.35644186,0.41281903
49,49Aw14,in,in,Function,ADP,0.23558773,0.26976448
49,49Aw15,default,default.,Content,NOUN,0.29768708,0.27333224
49,49Bw01,That,That,Function,PRON,0.14568073,0.15434143
49,49Bw02,is,is,Content,AUX,0.2903707,0.35026628
49,49Bw03,clear,clear,Content,ADJ,0.14240263,0.1645855
49,49Bw04,evidence,evidence,Content,NOUN,0.1694664,0.18514317
49,49Bw05,that,that,Function,SCONJ,0.36603603,0.40679517
49,49Bw06,the,the,Function,DET,0.2877542,0.33711648
49,49Bw07,system,system,Content,NOUN,0.20114852,0.21555816
49,49Bw08,is,is,Content,AUX,0.4040605,0.49073035
49,49Bw09,in,in,Function,ADP,0.26879907,0.3010796
49,49Bw10,dire,dire,Content,ADJ,0.25161096,0.25391206
49,49Bw11,need,need,Content,NOUN,0.34810627,0.37546146
49,49Bw12,of,of,Function,ADP,null,null
49,49Bw13,improvement,improvement.,Content,NOUN,0.22714597,0.234658
50,50Aw01,People,People,Content,NOUN,null,null
50,50Aw02,seem,seem,Content,VERB,0.16624188,0.16624188
50,50Aw03,to,to,Function,PART,null,null
50,50Aw04,be,be,Content,AUX,0.32425308,0.31817812
50,50Aw05,more,more,Content,ADV,0.34259427,0.3418174
50,50Aw06,worried,worried,Content,ADJ,0.21488601,0.2062377
50,50Aw07,than,than,Function,ADP,0.4615685,0.4923258
50,50Aw08,ever,ever,Content,ADV,0.31647512,0.33377257
50,50Aw09,about,about,Content,ADP,0.4513124,0.45091036
50,50Aw10,stress,stress.,Content,NOUN,0.2164947,0.20824863
50,50Bw01,We,We,Function,PRON,0.3046545,0.31720242
50,50Bw02,hear,hear,Content,VERB,0.35418704,0.35735178
50,50Bw03,that,that,Function,SCONJ,0.4883012,0.5072826
50,50Bw04,stress,stress,Content,NOUN,0.46369794,0.40439865
50,50Bw05,can,can,Function,AUX,0.35803935,0.3749572
50,50Bw06,lead,lead,Content,VERB,0.13396043,0.13745421
50,50Bw07,to,to,Function,ADP,null,null
50,50Bw08,everything,everything,Content,PRON,0.3521607,0.3587883
50,50Bw09,from,from,Function,ADP,0.20750932,0.22081506
50,50Bw10,depression,depression,Content,NOUN,0.29995364,0.2745955
50,50Bw11,to,to,Function,ADP,null,null
50,50Bw12,cancer,cancer.,Content,NOUN,0.24041723,0.22308075
51,51Aw01,Music,Music,Content,NOUN,null,null
51,51Aw02,can,can,Function,AUX,0.083314344,0.08331434
51,51Aw03,transport,transport,Content,VERB,0.061732985,0.061732985
51,51Aw04,us,us,Function,PRON,0.096461765,0.09708012
51,51Aw05,back,back,Content,ADV,0.08509223,0.08520028
51,51Aw06,in,in,Function,ADP,0.27347606,0.302336
51,51Aw07,time,time,Content,NOUN,0.20609611,0.23356453
51,51Aw08,or,or,Function,CCONJ,0.18107153,0.19613108
51,51Aw09,help,help,Content,VERB,0.23193143,0.24293679
51,51Aw10,usher,usher,Content,VERB,0.1712576,0.16825128
51,51Aw11,in,in,Function,ADP,0.33380222,0.36013576
51,51Aw12,new,new,Content,ADJ,0.3304314,0.33221084
51,51Aw13,ways,ways,Content,NOUN,0.2960599,0.32020122
51,51Aw14,of,of,Function,ADP,null,null
51,51Aw15,thinking,thinking.,Content,NOUN,0.3405104,0.3522995
51,51Bw01,It,It,Function,PRON,0.2844525,0.29227367
51,51Bw02,can,can,Function,AUX,0.32197338,0.35025924
51,51Bw03,capture,capture,Content,VERB,0.20088874,0.1993063
51,51Bw04,a,a,Function,DET,null,null
51,51Bw05,historical,historical,Content,ADJ,0.14643437,0.14895956
51,51Bw06,moment,moment,Content,NOUN,0.3487628,0.3738791
51,51Bw07,or,or,Function,CCONJ,0.21146114,0.22247505
51,51Bw08,offer,offer,Content,VERB,0.22359604,0.22108902
51,51Bw09,an,an,Function,DET,0.157799,0.16302058
51,51Bw10,escape,escape,Content,NOUN,0.29414135,0.28491065
51,51Bw11,from,from,Function,ADP,0.26566106,0.28011453
51,51Bw12,the,the,Function,DET,0.433158,0.45243192
51,51Bw13,world,world,Content,NOUN,0.25707772,0.263374
51,51Bw14,around,around,Function,ADP,0.31993446,0.33512294
51,51Bw15,us,us.,Function,PRON,0.41548416,0.4279675
52,52Aw01,The,The,Function,DET,null,null
52,52Aw02,laws,laws,Content,NOUN,null,null
52,52Aw03,that,that,Function,PRON,0.10941976,0.10941976
52,52Aw04,authorize,authorize,Content,VERB,0.19837295,0.19837296
52,52Aw05,medical,medical,Content,ADJ,0.13354397,0.13264531
52,52Aw06,aid,aid,Content,NOUN,0.21617685,0.22782613
52,52Aw07,in,in,Function,ADP,0.16301313,0.16565396
52,52Aw08,dying,dying,Content,VERB,0.13201134,0.14915325
52,52Aw09,have,have,Content,AUX,0.15956935,0.16388696
52,52Aw10,worked,worked,Content,VERB,0.103192665,0.11800477
52,52Aw11,exactly,exactly,Content,ADV,0.21165328,0.22427332
52,52Aw12,as,as,Function,SCONJ,0.22581163,0.25492933
52,52Aw13,intended,"intended,",Content,VERB,0.2897452,0.27205068
52,52Aw14,the,the,Function,DET,0.362935,0.39710385
52,52Aw15,evidence,evidence,Content,NOUN,0.21914107,0.21768959
52,52Aw16,shows,shows.,Content,VERB,0.16409045,0.17128772
52,52Bw01,They,They,Function,PRON,0.26405755,0.2872763
52,52Bw02,have,have,Content,AUX,0.37526834,0.44369662
52,52Bw03,benefited,benefited,Content,VERB,0.24122284,0.2553594
52,52Bw04,dying,dying,Content,VERB,0.36047065,0.36624122
52,52Bw05,patients,patients,Content,NOUN,0.28248742,0.28225696
52,52Bw06,and,and,Function,CCONJ,null,null
52,52Bw07,their,their,Function,PRON,0.26858804,0.30038762
52,52Bw08,families,families,Content,NOUN,0.36016807,0.35804006
52,52Bw09,without,without,Function,ADP,0.3032646,0.31791747
52,52Bw10,causing,causing,Content,VERB,0.20759498,0.21272677
52,52Bw11,any,any,Function,DET,0.3867181,0.3996914
52,52Bw12,harm,harm,Content,NOUN,0.38511136,0.38268217
52,52Bw13,to,to,Function,ADP,null,null
52,52Bw14,anyone,anyone.,Content,PRON,0.32668293,0.3302933
53,53Aw01,Israel,Israel,Content,PROPN,null,null
53,53Aw02,cannot,cannot,Function,AUX,0.13948996,0.13948995
53,53Aw03,define,define,Content,VERB,0.092558585,0.092558585
53,53Aw04,a,a,Function,DET,null,null
53,53Aw05,Jew,Jew.,Content,PROPN,0.334264,0.32600278
53,53Bw01,And,And,Function,CCONJ,0.16658866,0.16870342
53,53Bw02,the,the,Function,PRON,0.1409451,0.1515482
53,53Bw03,more,more,Content,ADV,0.054226693,0.05952654
53,53Bw04,it,it,Function,PRON,0.3021838,0.34778726
53,53Bw05,attempts,attempts,Content,VERB,0.070660196,0.07838817
53,53Bw06,to,to,Function,PART,null,null
53,53Bw07,do,do,Content,VERB,0.29867744,0.3194775
53,53Bw08,so,"so,",Content,ADV,0.41185525,0.48257387
53,53Bw09,the,the,Function,PRON,0.29790384,0.32673663
53,53Bw10,more,more,Content,ADV,0.40288487,0.50742626
53,53Bw11,obvious,obvious,Content,ADJ,0.23994376,0.25213003
53,53Bw12,that,that,Function,PRON,0.4203419,0.46892235
53,53Bw13,becomes,becomes.,Content,VERB,0.28737482,0.30429515
54,54Aw01,Corporate,Corporate,Content,ADJ,null,null
54,54Aw02,tax,tax,Content,NOUN,0.34635508,0.3463551
54,54Aw03,cuts,cuts,Content,NOUN,0.293966,0.27611718
54,54Aw04,will,will,Function,AUX,0.1479279,0.1496588
54,54Aw05,put,put,Content,VERB,0.076286994,0.07076539
54,54Aw06,billions,billions,Content,NOUN,0.25759453,0.24542455
54,54Aw07,of,of,Function,ADP,null,null
54,54Aw08,dollars,dollars,Content,NOUN,0.49045014,0.46768117
54,54Aw09,back,back,Content,ADV,0.22900729,0.2480665
54,54Aw10,in,in,Function,ADP,0.2265013,0.25933257
54,54Aw11,the,the,Function,DET,0.24466154,0.2770815
54,54Aw12,hands,hands,Content,NOUN,0.18529274,0.2126737
54,54Aw13,of,of,Function,ADP,null,null
54,54Aw14,businesses,businesses,Content,NOUN,0.3690614,0.35514745
54,54Aw15,this,this,Function,DET,0.21016903,0.22438224
54,54Aw16,year,year.,Content,NOUN,0.1778554,0.18397446
54,54Bw01,Naturally,"Naturally,",Content,ADV,0.11476782,0.119516194
54,54Bw02,people,people,Content,NOUN,0.3108658,0.31541654
54,54Bw03,want,want,Content,VERB,0.3534979,0.38023096
54,54Bw04,to,to,Function,PART,null,null
54,54Bw05,know,know,Content,VERB,0.4043746,0.4375924
54,54Bw06,how,how,Content,SCONJ,0.38056567,0.40223235
54,54Bw07,those,those,Function,DET,0.41457716,0.43136498
54,54Bw08,businesses,businesses,Content,NOUN,0.50110114,0.47965562
54,54Bw09,will,will,Function,AUX,0.29928154,0.31262395
54,54Bw10,spend,spend,Content,VERB,0.33817542,0.3377403
54,54Bw11,it,it.,Function,PRON,0.46864256,0.49247614
55,55Aw01,Florida,"Florida,",Content,PROPN,null,null
55,55Aw02,it,it,Function,PRON,0.07850179,0.0785018
55,55Aw03,seems,"seems,",Content,VERB,0.039042436,0.039042436
55,55Aw04,has,has,Content,AUX,0.29802507,0.32901463
55,55Aw05,always,always,Content,ADV,0.2741132,0.2870591
55,55Aw06,been,been,Content,AUX,0.49846813,0.5364468
55,55Aw07,a,a,Function,DET,null,null
55,55Aw08,popular,popular,Content,ADJ,0.18809973,0.19305632
55,55Aw09,destination,destination.,Content,NOUN,0.21305516,0.20906301
55,55Bw01,Even,Even,Content,ADV,0.21458061,0.21950293
55,55Bw02,the,the,Function,DET,0.3855347,0.398804
55,55Bw03,first,first,Content,ADJ,0.23685561,0.24304155
55,55Bw04,known,known,Content,VERB,0.28351676,0.28325018
55,55Bw05,Americans,Americans,Content,PROPN,0.18029964,0.1784986
55,55Bw06,gravitated,gravitated,Content,VERB,0.3198905,0.31992686
55,55Bw07,to,to,Function,ADP,null,null
55,55Bw08,the,the,Function,DET,0.3995784,0.42502883
55,55Bw09,state,state.,Content,NOUN,0.1690992,0.16631764
56,56Aw01,When,When,Content,SCONJ,null,null
56,56Aw02,early,early,Content,ADJ,0.42029458,0.4202946
56,56Aw03,humans,humans,Content,NOUN,0.07328053,0.07551959
56,56Aw04,discovered,discovered,Content,VERB,0.20538594,0.21019012
56,56Aw05,how,how,Content,SCONJ,0.28488606,0.32256004
56,56Aw06,to,to,Function,PART,null,null
56,56Aw07,build,build,Content,VERB,0.13345996,0.13474885
56,56Aw08,fires,"fires,",Content,NOUN,0.18542814,0.17507428
56,56Aw09,life,life,Content,NOUN,0.24488142,0.24226785
56,56Aw10,became,became,Content,VERB,0.24789673,0.27005646
56,56Aw11,much,much,Content,ADV,0.3818534,0.40938404
56,56Aw12,easier,easier,Content,ADJ,0.18677971,0.2032723
56,56Aw13,in,in,Function,ADP,0.35905552,0.386409
56,56Aw14,many,many,Content,ADJ,0.4068626,0.42627847
56,56Aw15,regards,regards.,Content,NOUN,0.20179789,0.20853242
56,56Bw01,They,They,Function,PRON,0.317124,0.33040273
56,56Bw02,huddled,huddled,Content,VERB,0.17707443,0.17668004
56,56Bw03,around,around,Function,ADP,0.3237629,0.33883914
56,56Bw04,fire,fire,Content,NOUN,0.36749363,0.31275767
56,56Bw05,for,for,Function,ADP,0.28505194,0.3136159
56,56Bw06,warmth,"warmth,",Content,NOUN,0.2508764,0.23597689
56,56Bw07,light,light,Content,NOUN,0.32506815,0.32525164
56,56Bw08,and,and,Function,CCONJ,null,null
56,56Bw09,protection,protection.,Content,NOUN,0.20391536,0.20406188
57,57Aw01,For,For,Function,ADP,null,null
57,57Aw02,most,most,Content,ADJ,null,null
57,57Aw03,of,of,Function,ADP,null,null
57,57Aw04,human,human,Content,ADJ,0.095258966,0.09525897
57,57Aw05,history,"history,",Content,NOUN,0.3109205,0.32492295
57,57Aw06,nobody,nobody,Content,PRON,0.24174468,0.2480634
57,57Aw07,ate,ate,Content,VERB,0.16224624,0.15937677
57,57Aw08,a,a,Function,DET,null,null
57,57Aw09,vegetable,vegetable,Content,NOUN,0.22323985,0.20410745
57,57Aw10,for,for,Function,ADP,0.24881902,0.2603596
57,57Aw11,pleasure,pleasure.,Content,NOUN,0.1353169,0.13372162
57,57Bw01,After,After,Function,ADV,0.058360863,0.050377663
57,57Bw02,all,"all,",Function,PRON,0.4021167,0.42661428
57,57Bw03,vegetables,vegetables,Content,NOUN,0.4010854,0.3581767
57,57Bw04,have,have,Content,VERB,0.2887191,0.30411968
57,57Bw05,no,no,Function,DET,0.3083034,0.33985507
57,57Bw06,evolutionary,evolutionary,Content,ADJ,0.20211218,0.22051032
57,57Bw07,imperative,imperative,Content,NOUN,0.18809213,0.19768202
57,57Bw08,to,to,Function,PART,null,null
57,57Bw09,be,be,Content,AUX,0.26363885,0.3084701
57,57Bw10,delicious,delicious.,Content,ADJ,0.40353894,0.365279
58,58Aw01,Animals,Animals,Content,NOUN,null,null
58,58Aw02,around,around,Function,ADP,0.088440016,0.088440016
58,58Aw03,the,the,Function,DET,0.06161689,0.061616886
58,58Aw04,world,world,Content,NOUN,0.07339518,0.073395185
58,58Aw05,are,are,Content,AUX,0.19256137,0.19408739
58,58Aw06,on,on,Function,ADP,0.08943149,0.09457438
58,58Aw07,the,the,Function,DET,0.22114615,0.23607993
58,58Aw08,move,move.,Content,NOUN,0.18667608,0.19207697
58,58Bw01,So,So,Content,ADV,0.19696952,0.20622468
58,58Bw02,are,are,Content,AUX,0.5954833,0.6057849
58,58Bw03,their,their,Function,PRON,0.38757193,0.39726666
58,58Bw04,parasites,parasites.,Content,NOUN,0.24726495,0.21401758
59,59Aw01,Gifts,Gifts,Content,NOUN,null,null
59,59Aw02,are,are,Content,AUX,0.13638088,0.1363809
59,59Aw03,often,often,Content,ADV,0.31826347,0.33917347
59,59Aw04,left,left,Content,VERB,0.1268823,0.13502887
59,59Aw05,on,on,Function,ADP,0.15366329,0.18192562
59,59Aw06,front,front,Content,ADJ,0.15644978,0.18461357
59,59Aw07,row,row,Content,NOUN,0.18238801,0.21499507
59,59Aw08,seats,seats,Content,NOUN,0.29740444,0.29738316
59,59Aw09,at,at,Function,ADP,0.22096004,0.24613674
59,59Aw10,fashion,fashion,Content,NOUN,0.16791978,0.17589934
59,59Aw11,shows,shows,Content,NOUN,0.16757698,0.17369041
59,59Aw12,for,for,Function,ADP,0.36728412,0.3831175
59,59Aw13,guests,guests.,Content,NOUN,0.22395161,0.1929772
59,59Bw01,Rarely,"Rarely,",Content,ADV,0.23505475,0.25171667
59,59Bw02,however,"however,",Content,ADV,0.34388506,0.35987327
59,59Bw03,are,are,Content,AUX,0.46863532,0.49087492
